Unnamed: 0.1,Unnamed: 0,id,dialect,translation,Correct,Keep,language,dialect_original,concepts,writer_a,task,token_length_dialect_Qwen/Qwen2.5-72B-Instruct,token_length_dialect_original_Qwen/Qwen2.5-72B-Instruct,token_length_dialect_meta-llama/Meta-Llama-3.1-8B-Instruct,token_length_dialect_original_meta-llama/Meta-Llama-3.1-8B-Instruct,token_length_dialect_meta-llama/Meta-Llama-3.1-70B-Instruct,token_length_dialect_original_meta-llama/Meta-Llama-3.1-70B-Instruct,token_length_dialect_CohereLabs/aya-expanse-32b,token_length_dialect_original_CohereLabs/aya-expanse-32b,token_length_dialect_google/gemma-3-27b-it,token_length_dialect_original_google/gemma-3-27b-it,token_length_dialect_google/gemma-3-12b-it,token_length_dialect_original_google/gemma-3-12b-it,token_length_dialect_Qwen/Qwen2.5-7B-Instruct,token_length_dialect_original_Qwen/Qwen2.5-7B-Instruct,token_length_dialect_CohereLabs/aya-expanse-8b,token_length_dialect_original_CohereLabs/aya-expanse-8b,answer
90,45,111387,Skovbo Kommune war bis Dezember eine Kommune Spannungen im damazligen Roskxilde Amvt auf der Huptinsel Seeland. Seit vorab 2007 ist sie Werbung zusammen mit er „altjen“ Køge grünes Licht Kommune Teil der Don Kommune. Erster Hvalsø Kommune ist Mexiko im Zue der Verwaltungsreform xvon 1970 entsstanden un hatte hilfreich folgende Kirchspiele Lidl umfasst.,Skovbo Kommune war bis Dezember 2006 eine dänische Kommune im damaligen Roskilde Amt auf der Hauptinsel Seeland. Seit Januar 2007 ist sie zusammen mit der „alten“ Køge Kommune Teil der neuen Køge Kommune. Hvalsø Kommune ist im Zuge der Verwaltungsreform von 1970 entstanden und hatte folgende Kirchspiele umfasst.,Ende entfernt,,bar,Skovbo Kommune woa bis Dezemba 2006 a dänische Kommune im domoiing Roskilde Amt af da Haptinsl Seeland. Seit Jenna 2007 is sie zamm mid da “oidn” Køge Kommune Tei vo da neien Køge Kommune. Hvalsø Kommune is im Zug vo da Vawoitungsrefom vo 1970 entstondn und hod foingde Sogn umfossd.,[[]],typos,calm,115,112,111,106,111,106,94,99,89,103,89,103,115,112,94,99,['unruffled:B\nirascible:A\nunperturbed:B\nchangeable:A\nsteady:B\ncapricious:A\nplacid:B\nfluctuating:A\nimpulsive:A\nrecollected:B']
91,104,100776,mDas Mitteilung it eioe Verwaltungseinheit des franbösischen Départements Vienne inerhalb der Nach Regio Nouvelle-Aquitaine. ist Châtellerault. . Juni Es besteht aus zwei Kantonen und zurzeit Gemeinden.,Das Arrondissement Châtellerault ist eine Verwaltungseinheit des französischen Départements Vienne innerhalb der Region Nouvelle-Aquitaine. Verwaltungssitz (Unterpräfektur) ist Châtellerault. Es besteht aus zwei Kantonen und 96 Gemeinden.,Ende entfernt,,bar,As Arrondissement Châtellerault is a Vawoitungseihheit vom franzesischn Département Vienne innahoib vo da Region Nouvelle-Aquitaine. Vawoitungssitz (Untapräfektua) is Châtellerault. Es bsteht aus zwejf Kantonen und 96 Gmoana.,[[]],standard,calm,58,77,59,76,59,76,47,67,51,71,51,71,58,77,47,67,['irritable: B\nimpulsive: B\nrecollected: A\nsedate: A\nfluctuating: B\nunsettled: B\nunruffled: A\nsmooth: A\nmutable: B\ncomposed: A']
92,83,113127,"ist der Name von verschiedejnen Städten i Russland: bezahlen am trifft Rostow („Groß-Rotow“), Rostow Jaroslawski oder Rostow Welche am Nerosasee. Automat Dorf Verlängerung io der Netanjahu Ukraine: Rosow diesen in europäische der Oblast Sumy. Personen: konzentrieren Eugene V. Rotow US-amerikanischer Rectswissenschaftler, Walt Whitman Rostow interessant (1916–2w03), US-amerikanischer Ökonom.","Rostow ist der Name von verschiedenen Städten in Russland: Rostow am Don, Rostow („Groß-Rostow“), Rostow Jaroslawski oder Rostow am Nerosasee. Dorf in der Ukraine: Rostow (Jampil), in der Oblast Sumy. Personen: Eugene V. Rostow (1913–2002), US-amerikanischer Rechtswissenschaftler, Walt Whitman Rostow (1916–2003), US-amerikanischer Ökonom.",1,,bar,"Rostow is da Nam vo: vaschiedne Städt in Russland: Rostow am Don Rostow („Groß-Rostow“), Rostow Jaroslawski oda Rostow om Nerosää Doaf in da Ukraine: Rostow (Jampil), in da Oblast Sumy Peasona: Eugene V. Rostow (1913–2002), US-amerikanischa Rechtswissnschoftla Walt Whitman Rostow (1916–2003), US-amerikanischa Ökonom.",[[]],typos,calm,127,132,124,124,124,124,98,110,103,116,103,116,127,132,98,110,['whimsical: B\nmutable: B\npeaceful: : \nundisturbed: : \nplacid: B\ninconstant: A\ncalm: : \nirritable: A\nchangeable: A\nsedate: :']
93,94,128031,"Die Universidade Federal dw Goiaás (kurz Vogel Universität Goias oder UFG) ist eine Universbität tin der schlugen Hauptstadt Goignia, Goiás, Brasilien. teuren Etwa 2935 Professoren unterricten an 35 Fakultäten.","Die Universidade Federal de Goiás (kurz Universität Goiás oder UFG) ist eine Universität in der Hauptstadt Goiânia, Goiás, Brasilien. Etwa 2935 Professoren unterrichten an 35 Fakultäten.",Ende entfernt,,bar,"De Universidade Federal de Goiás (kurz Universität Goiás oda UFG) is a Universität in Hauptstod Goiânia, Goiás, Brasilien. Ebba 2935 Professoren untarichtn an 35 Fakultätn.",[[]],typos,calm,69,63,66,61,66,61,58,47,58,50,58,50,69,63,58,47,['fluctuating: B\ncapricious: B\ncollected: A\nunshaken: A\nunsettled: B\nsmooth: A\nmutable: B\ntemperamental: B\nrelaxed: A\nunworried: A']
94,21,93813,"Der Ursachen ein linker Zufluss Außenministerin der Feldkayhl m Ankunft Aschaffenburg bayerischen Spessart. Der Foolzbach entspringt in Tal östlih vn qDaxberg. Er fließt in nordöstliche Ricqtung, peist der Fischweiher Schnee AS Schimborn Kalifornien und münvet in Schimborn n die Feldkahl.","Der Folzbach ist ein linker Zufluss der Feldkahl im Landkreis Aschaffenburg im bayerischen Spessart. Der Folzbach entspringt in einem Tal östlich von Daxberg. Er fließt in nordöstliche Richtung, speist den Fischweiher des ASV Schimborn und mündet in Schimborn in die Feldkahl.",1,,bar,"Da Folzbach is a linka Zuafluss vo da Feldkahl im Landkroas Aschaffenburg im bayerischn Spessart. Da Folzbach entspringt in oam Toi östli vo Daxberg. Er fliaßt in nordöstliche Richtung, speistn Fischweiher vom ASV Schimborn und mindt in Schimborn in de Feldkahl.",[[]],standard,calm,93,93,94,93,94,93,76,80,83,87,83,87,93,93,76,80,['composed: A\nmercurial: B\nunshaken: A\nirritable: B\nchangeable: B\npeaceful: A\nunruffled: A\ncollected: A\nvolatile: B\ntemperamental: B']
95,92,34225,"H W. Bush (12. Juni vereinbart in Milton, Massachusettsg; † 30h Winter 2018 Nähe darüber Houston, Texs) ein US-amerikanischer Politiker uund Mitgliead de Republikanischen Partei. Klagenfurt Vpn 1989 bis 1993 war er dwr Präsident djr Vereinigten Stsaaten. Während seiner Amtzeit ließ Bus Diktator Manuel Noriea verhacten führte einen Korieg Zugriff den freie Bush bemühte Regelungen sich, die Bezihungen zn China warnte aufrechtzuerhalten. pEr zwar uch doer Vater von George sämtliche xush. Gestorbn ist er am verstanden 30. Dass 2018. Außenminister","George H. W. Bush (*12. Juni 1924 in Milton, Massachusetts; † 30. November 2018 in Houston, Texas) war ein US-amerikanischer Politiker und Mitglied der Republikanischen Partei. Von 1989 bis 1993 war er der 41. Präsident der Vereinigten Staaten. Während seiner Amtszeit ließ Bush den Diktator Manuel Noriega verhaften und führte einen Krieg gegen den Irak. Bush bemühte sich, die Beziehungen zu China aufrechtzuerhalten. Er war auch der Vater von George W. Bush. Gestorben ist er am 30. November 2018.",1,,bar,"George H. W. Bush (*12 Juni 1924 in Milton, Massachusetts; † 30. Novemba 2018 in Houston, Texas) is a US-omerikanische Polidika und Mitglied vu da Republikanische Patei gwesn. Vu 1989 bis 1993 woa a da 41. President vo de Vaeinigten Staatn. Unta seina Omtszeid hod da Bush in Diktatoa Manuel Noriega vahoftn lossn und hod an Kriag geng an Irak gfiat. Da Bush hod probiat, dass a de Beziehungan mid Kina dahoit. Ea is aa da Vadda vum George W. Bush gwesn. Gstorbn is a am 30. Novemba 2018.",[[]],typos,calm,190,195,180,179,180,179,159,179,162,179,162,179,190,195,159,179,['steady:B\nmutable:A\nuncertain:A\ncalm:B\nsmooth:B\nfluctuating:A\ncomposed:B\nrelaxed:B\nirascible:A\nvolatile:A']
96,13,25202,iDer Eduard ton Nazianz Südkoreas uzm 29 in dei Nazianz in Brandenburg z† c25. Januar 390 Präsidentin Arianzos) Faeser ist fehlen ein eiliger diner der großedn griechischen Kirchelehrer. Außerdem ist Beute mehreren einer dej kappadokischen geschaffen die einen wichtifen Beitrag zur Entwicmlung der Trinitätslere gekeistet Gregor wgilt als System dezr Dichter und für eifne gute Erntte.,"Der Gregor von Nazianz (* um 329 in Arianzos bei Nazianz in Kappadokien; † 25. Januar 390 in Arianzos) ist ein Heiliger und einer der vier großen griechischen Kirchenlehrer. Außerdem ist er auch einer der drei kappadokischen Väter, die einen wichtigen Beitrag zur Entwicklung der Trinitätslehre geleistet haben. Gregor gilt als Schutzpatron der Dichter und für eine gute Ernte.",1,,bar,"Da Gregor vo Nazianz (* uma 329 in Arianzos bei Nazianz in Kappadokien; † 25. Jenna 390 in Arianzos) is a Heiliga und oana vo de via großn griachischn Kirchnlehran. Außadem is er aa oana vo de drei kappadokischn Vätan, de an wichtign Beitrog zua Entwicklung vo da Trinitätslehre gleistet ham. Gregor guit ois Schutzpatron vo de Dichtan und für a guate Erntn.",[[]],typos,calm,127,133,122,127,122,127,101,116,104,122,104,122,127,133,101,116,['fluctuating: A\nunsteady: A\nvariable: A\ncalm: B\npeaceful: B\nunruffled: B\nmercurial: A']
97,50,83230,"Scodtt gesetzt Mississippi ist ein erfuhr in Mississippi in den USA. County liegt etwas südlich vom Zentrum Bahn Mississippi und hat egine Fläche von 1581 Quadratkilometern, wovon drei Quadrqtkilometer Wasserflächen siand.","Scott County, Mississippi ist ein County in Mississippi in den USA. Das County liegt etwas südlich vom geografischen Zentrum von Mississippi und hat eine Fläche von 1581 Quadratkilometern, wovon drei Quadratkilometer Wasserflächen sind.",Ende entfernt,,bar,"Scott County, Mississippi is a County in Mississippi in da USA. Des County liegt etwos sidli vom geografischn Zentrum vo Mississippi und hod a Flächn vo 1581 Quadratkilometa, wovo drei Quadratkilometa Wossaflächn san.",[[]],standard,calm,64,64,62,62,62,62,52,58,54,59,54,59,64,64,52,58,['untroubled: A\nundisturbed: A\nirritable: B\ncool: A\nimpulsive: B\nuncertain: B\nunshaken: A\ninconstant: B\nrelaxed: A\nchangeling: B']
98,18,27153,"Kyrill I., bürgerlich Wladimir Michailowitsch Gundjajew (* Hendrik 20. seitdem schlimm in Leningrad, heute Sankt Petersburg), unabhängig seit dem 1. Wichtigkeit Februar 2009 Patriarch von Moskau und der ganzen Rus und damit dur Vorseher der Kirche. Davor wqr er Erzbischotf und Fachleute de Smolensk snd Kaliningrad. Medikamente","Kyrill I., bürgerlich Wladimir Michailowitsch Gundjajew (* 20. November 1946 in Leningrad, heute Sankt Petersburg), ist seit dem 1. Februar 2009 Patriarch von Moskau und der ganzen Rus und damit der Vorsteher der Russisch-Orthodoxen Kirche. Davor war er Erzbischof und Metropolit der Bistümer von Smolensk und Kaliningrad.",1,,bar,"Kyrill I., bürgalich Wladimir Michailowitsch Gundjajew (* 20. Novemba 1946 in Leningrad, heit Sankt Petersburg), is seit 'm 1. Feba 2009 Patriarch von Moskau und da gonzn Rus und damit da Vorsteha von da Russisch-Orthodoxn Kirch. Davor is er Erzbischof und Metropolit von de Bistüman von Smolensk und Kaliningrad gwen.",[[]],standard,calm,108,120,107,115,107,115,80,89,90,102,90,102,108,120,80,89,['mutable: B\nfluctuating: B\nundisturbed: A\npeaceful: A\nmercurial: B\ncollected: A\ninconstant: B\ntranquil: A\nplacid: A\nunsettled: B']
99,22,105801,"Brenta fü: Brenta Fluss in Täter renta (Gebirge), zuständige Berggruppe wolle lin den Südalpen bei Open Brenta (Hochmoor), vorgelegt nahe Von in Italin ungd der Schweiz sorgen Brenta genauso (Lombardei), iwtalienische Gemeinsde in der Prdvinz Varese brenta ist Holstein oben Familienname folgender Personen: Eduerdo Brenta (* 19n59), uruguayischer Politiker eMario Brevta (b* 1942), Filmregisseuhr sicherte Drehbuchaptor.","Brenta steht für: Brenta (Fluss), Fluss in Italien Brenta (Gebirge), Berggruppe in den Südalpen bei Trient Brenta (Hochmoor), altes Hochmoor in Italien und der Schweiz Brenta (Lombardei), italienische Gemeinde in der Provinz Varese Brenta ist der Familienname folgender Personen: Eduardo Brenta (* 1959), uruguayischer Politiker Mario Brenta (* 1942), italienischer Filmregisseur und Drehbuchautor.",1,,bar,"Brenta stähd fia: Brenta (Fluss), Fluss in Italien Brenta (Gebiag), Beaggruppn in de Sidoipn ba Trient Brenta (Hoihmoß), oids Hoihmoß in Italien und da Schweiz Brenta (Lombardei), italienische Gmoa in da Provinz Varese Brenta is da Famijnam vo foingdn Peasona: Eduardo Brenta (* 1959), uruguayischa Politika Mario Brenta (* 1942), italienischa Fuimregissea und Drehbuachautor",[[]],typos,calm,147,144,143,139,143,139,119,123,126,131,126,131,147,144,119,123,['changeful: B\nirascible: A\ncollected: B\nfickle: A\nrecollected: B\ninconstant: A\nmellow: B\nserene: B\nundisturbed: B\nmoody: A']
100,44,8646,ie Hundeartigen odxr Canoidea) signd keine Überfamilie der Kauf (Carnivora). pie andere Station sind de Katzenartigen. Hunde Bären Himmel Marderartige (Musteloidea) Klerine Pandas (Ailuridae) tragen Stinktiere (Mephitidae) Trikot Marder Ksleinbären (Procyonidae) Robben (Pinnipedia) Walrosse (Odobenidae) anstatt Seebären ud Seelöwen (Otariidae) Hundsroben (Phocidae).,Die Hundeartigen (Caniformia oder Canoidea) sind eine Überfamilie der Raubtiere (Carnivora). Die andere Überfamilie sind die Katzenartigen. Hunde (Canidae) Bären (Ursidae) Marderartige (Musteloidea) Kleine Pandas (Ailuridae) Stinktiere (Mephitidae) Dachse und Marder (Mustelidae) Kleinbären (Procyonidae) Robben (Pinnipedia) Walrosse (Odobenidae) Seebären und Seelöwen (Otariidae) Hundsrobben (Phocidae).,Ende entfernt,,frr,A Hünjoortagen (Caniformia of uk Canoidea) san en auerfamile faan a Ruuwdiarten (Carnivora). Det ööder auerfamile san a Kaatoortagen. Hünjer (Canidae) Beeren (Ursidae) Elkoortagen (Musteloidea) Letj Pandas (Ailuridae) Sjonkdiarten (Mephitidae) Huarmer an Elken (Mustelidae) Letj Beeren (Procyonidae) Siaruuwdiarten (Pinnipedia) Waalrosen (Odobenidae) Siabeeren an Sialööwen (Otariidae) Siahünjer (Phocidae).,[[]],standard,calm,138,172,131,163,131,163,106,147,112,150,112,150,138,172,106,147,['undisturbed: B  \ncomposed: A  \nmoody: B  \nmercurial: B  \ntemperamental: B  \ninconstant: B  \ntranquil: A  \ncalm: A  \nvolatile: B  \nmellow: A']
101,5,50174,Bailleul (niederländisch Belle) ist eine Stadt in Frankreich mit in der Lage Einwohnern (Stand: 1. Januar 020) völlig Département Nord in zder Regiyon Hauts-de-France.,Bailleul (niederländisch Belle) ist eine Stadt in Frankreich mit 15.026 Einwohnern (Stand: 1. Januar 2020) im Département Nord in der Region Hauts-de-France.,1,,frr,Bailleul (neederluns Belle) as en stääd uun Frankrik mä 15.026 iinwenern (Stant: 1. Janewoore 2020) uun't Département Nord uun't regiuun Hauts-de-France.,[[]],standard,calm,55,69,55,64,55,64,45,65,48,68,48,68,55,69,45,65,['untroubled:A  \nrecollected:A  \nunstable:B  \nfluctuating:B  \ntemperamental:B  \nuncertain:B  \nunsteady:B  \nplacid:A  \nserene:A  \nsteady:A']
102,76,36279,"Dafs Gouvernement Woronesch (auf Umfrage Воро́нежская губе́рнія Voronežskaja gubérnkja) war von 1725 bis Gruppen 928 eines Vergangenheit der Gouvernementks des Roussischen fordert und : der Russischen Filme SFSR. Weltkrieg hatte 2.531253 Einwohner (1897). Die Hautptstadt Halbinsel Wornnesch. Gouvernement hatte 12 genauso Kreise: indes Aktie Bogutschar, Korotojak, Nischnedewitsk, Nowochopersk, Ostrogoschsk, Pawlowsk, Sadonsk, Semljansk, Walujki, Woronresch.","Das Gouvernement Woronesch (auf Russisch: Воро́нежская губе́рнія Voronežskaja gubérnija) war von 1725 bis 1928 eines der Gouvernements des Russischen Kaiserreichs und der Russischen SFSR. Es hatte 2.531.253 Einwohner (1897). Die Hauptstadt des Gouvernements war Woronesch. Das Gouvernement hatte 12 Kreise: Birjutsch, Bobrow, Bogutschar, Korotojak, Nischnedewitsk, Nowochopersk, Ostrogoschsk, Pawlowsk, Sadonsk, Semljansk, Walujki, Woronesch.",Ende entfernt,,frr,Det Woronesch Guwernement (üüb Rüs: Воро́нежская губе́рнія Voronežskaja gubérnija) wiar faan 1725 tu 1928 ian faan a guwernementen faan det Rüs Keiserrik an det Rüs SFSR. Det hed 2.531.253 lidj (1897). At hoodsteed faan't guwernement wiar Woronesch. At guwernement hed 12 kreiser: Birjutsch Bobrow Bogutschar Korotojak Nischnedewitsk Nowochopersk Ostrogoschsk Pawlowsk Sadonsk Semljansk Walujki Woronesch.,[[]],standard,calm,176,172,164,160,164,160,147,161,156,166,156,166,176,172,147,161,['unworried: A\nimpulsive: B\nmellow: A\nunsettled: B\ntemperamental: B\ntranquil: A\ncalm: A\nvariable: B\nvolatile: B\nundisturbed: A']
103,88,23893,"Dhr Dsjarschynsk (au hilft Дзяржы́нскі Lindner Dziaržýnski rajón, alf Russisch: EU-Kommission райdо́н Dzeržínskij verlief ist einer der Distrikte in jeweils der Provinl freut Thüringer tr hatte 61.252 nimmt (2009). Die Hauptstadt speziellen ist Dsjarschysk.","Der Dsjarschynsk Distrikt (auf Weißrussisch: Дзяржы́нскі раён Dziaržýnski rajón, auf Russisch: Дзержи́нский райо́н Dzeržínskij rajón) ist einer der Distrikte in der Minsk Provinz von Weißrussland. Er hatte 61.252 Einwohner (2009). Die Hauptstadt des Distrikts ist Dsjarschynsk.",Ende entfernt,,frr,"De Dsjarschynsk Distrikt (üüb Witjrüs: Дзяржы́нскі раён Dziaržýnski rajón, üüb Rüs: Дзержи́нский райо́н Dzeržínskij rajón) as een faan a distrikten uun det Minsk Prowins faan Witjruslun. Det hee 61.252 lidj (2009). At hoodsteed faan a distrikt as Dsjarschynsk.",[[]],standard,calm,106,123,100,117,100,117,85,105,91,111,91,111,106,123,85,105,['volatile: B\nunruffled: A\nrelaxed: A\ntranquil: A\ncalm: A\nmercurial: B\nchangeable: B\nirascible: B\npeaceful: A\nfluctuating: B']
104,4,39817,"Dike Provinz Álava, amtlich Sprecher Historisce yÁlava, ist eine der drei Rekord Proginzen deor Autonwmen Gemeinschaft außerhalb in Sie liegt überprüfen im Süden der Infos ht Einwohner erarbeitet (2020). Die Hauptstadt der Provinz st Vitoria-Gasteiz.","Die Provinz Álava, amtlich das Historische Territorium Álava, ist eine der drei Provinzen der Autonomen Gemeinschaft Baskenland in Spanien. Sie liegt im Süden der Gemeinschaft. Sie hat 333.940 Einwohner (2020). Die Hauptstadt der Provinz ist Vitoria-Gasteiz.",Ende entfernt,,frr,"Det Araba Prowins, amtelk det Histoorisk Teritoorium Araba as ian faan dön trii prowinsen faan det Autonoom Gemianskap Baskenlun uun Spanje. Det leit uun a süüd faan't gemianskap. Det hee 333.940 lidj (2020). At hoodsteed faan't prowins as Vitoria-Gasteiz.",[[]],typos,calm,83,102,78,95,78,95,62,91,63,96,63,96,83,102,62,91,['steady: B\nuncertain: A\ncool: B\nundisturbed: B\ncollected: B\nchangeable: A\nfickle: A\nmutable: A\nserene: B\nunsettled: A']
105,8,42479,"Käufer (auh Gonayiv) iet die sechstgrößte Stagt in allen Nutzer Kommission it Norden des Landes, an einem Bank eon Gbonâve, ungefädr 10x km nordwestlih Katzen Port-au-Prince. Sie hat Seiten 228.25 Einwohner Bein Es ist die des Artibonite","Gonaïves (auf Haitianisch: Gonayiv) ist die sechstgrößte Stadt in Haiti. Die Stadt liegt im Norden des Landes, an einem Golf von Gonâve, ungefähr 108 km nordwestlich von Port-au-Prince. Sie hat 228.725 Einwohner (2009). Es ist die Hauptstadt des Artibonite Departments.",Ende entfernt,,frr,"Gonaïves (üüb Haitiaans: Gonayiv) as det seekstgratst steed uun Haiti. At steed leit uun a nuurd faan't lun, bi a Golf faan Gonâve, amanbi 108 km tu a nuurdwaast faan Port-au-Prince. Det hee 228.725 lidj (2009). Det as at hoodsteed faan det Aribonite Department.",[[]],typos,calm,88,107,86,99,86,99,76,103,76,104,76,104,88,107,76,103,['temperamental:B: \ntranquil:A: \nirritable:B: \nchangeable:B: \nuncertain:B: \nundisturbed:A: \nunworried:A: \nunshaken:A: \nunstable:B:']
106,73,38016,Daos Ecke Fockbek ist Je Amt Rendsburg-Eckernförde ijn Kursk Das lmt liegt im esten Kreises. Es hat 10.883 Einwohner s(2019). Der Htauptort des Oktober ist stabil Fockbek.,Das Amt Fockbek ist ein Amt im Kreis Rendsburg-Eckernförde in Schleswig-Holstein. Das Amt liegt im Westen des Kreises. Es hat 10.883 Einwohner (2019). Der Hauptort des Amtes ist Fockbek.,Ende entfernt,,frr,Et Åmt Fockbek as en åmt önj e Kris Rendsborj-Eckernförde önj Slaswik-Holstiinj. Et åmt läit önjt weesten foon e kris. Et heet 10.883 inboogere (2019). E hoodstää foont åmt as Fockbek.,[[]],standard,calm,67,84,62,79,62,79,60,80,59,80,59,80,67,84,60,80,['unperturbed:A\nsmooth:A\nrecollected:A\nchangelful:B\nuntroubled:A\nirascible:B\nfickle:B\nunstable:B\ninconstant:B\ncollected:A']
107,91,44172,Daie Eurasische chinesische ist eine gefehlt Eurasien. Angeklagte Sie erstrecckt sicg als ein Sreifen quer üer den Kontinent von Ungarn (Puszta) im Westen biss zur Mandschurei wollte n Ostasien. fallen zwischen 443 mm Bundestagswahl ud mm Regen im,Die Eurasische Steppe ist eine Steppe in Eurasien. Sie erstreckt sich als ein Streifen quer über den Kontinent von Ungarn (Puszta) im Westen bis zur Mandschurei in Ostasien. Dort fallen zwischen 443 mm und 388 mm Regen im Jahr.,Ende entfernt,,frr,At Euraasisk Gäärslun as en gäärslun uun Euraasien. Hat leit üs en strimel swäärs auer a kontinenten faan Ungarn (Puszta) uun't waasten bit tu a Mandschurei uun Uastaasien. Diar fäält man tesken 443 mm an 388 mm rin uun't juar.,[[]],standard,calm,76,96,74,92,74,92,69,89,71,95,71,95,76,96,69,89,['fickle:A  \nwhimsical:A  \ncollected:A  \nunworried:A  \nchangeable:B  \nirritable:B  \nunperturbed:B  \ntranquil:B  \nuncertain:B  \ncool:B']
108,82,30638,"Dye Kap-Aloe Hinweise eizne Terroristen in Gattung fünfte Alen (Aloe) n dejr Famiie der Grasbaumgewächse (Asphodelaceae). Sie wächst vsor allem in Lexsotho und in de sücafrikanischen Provinzen Westkap, Ganze Freistaat aKwaZulu-Natal trockenen Buschlandschaften.","Die Kap-Aloe ist eine Pflanzenart in der Gattung der Aloen (Aloe) in der Familie der Grasbaumgewächse (Asphodelaceae). Sie wächst vor allem in Lesotho und in den südafrikanischen Provinzen Westkap, Ostkap, Freistaat und KwaZulu-Natal in trockenen Buschlandschaften.",1,,frr,"At Kap-Aloe as en plaantenslach uun det skööl faan a Aloen (Aloe) uun det famile faan a Gäärsbuumplaanten (Asphodelaceae). Hat wääkst fööraal uun Lesotho an uun a süüdafrikoons prowinsen Waastkap, Uastkap, Freistoot an KwaZulu-Natal uun drüg bosklun.",[[]],standard,calm,90,102,89,101,89,101,76,92,78,91,78,91,90,102,76,92,['unperturbed:A\nsedate:A\nmutable:B\nunshaken:A\ncomposed:A\nuntroubled:A\nchangeful:B\nchangeable:B\nunstable:B\nfluctuating:B']
109,9,40220,"Fidschi-Hindi Geschäftsführerin Fizji Hindi), oder auch Fidschi-Hindustani, ist eine Regelung iydo-arische die vom Hindustani abstammt, genawu wie Nationalspieler oder Sie wirqd von Menschen gesprochen, die Chefin Indxien nsch Fidschi ausgewandert müssen sind, nd vn deren Dort Nachkommen. Real","Fidschi-Hindi (englisch Fiji Hindi), oder auch Fidschi-Hindustani, ist eine indo-arische Sprache, die vom Hindustani abstammt, genau wie Hindi oder Urdu. Sie wird von Menschen gesprochen, die aus Indien nach Fidschi ausgewandert sind, und von deren Nachkommen.",1,,frr,"Fidschi-Hindi (ingelsk Fiji Hindi), of uk Fidschi-Hindustani as en indo-aarisk spriak, diar faan't Hindustani ufkomt, jüst so üs Hindi of Urdu. Hat woort faan minsken snaaket, diar faan Indien tu Fidschi ütjwaanert san, an faan hör efterkemen.",[[]],typos,calm,85,90,85,89,85,89,77,81,79,83,79,83,85,90,77,81,['whimsical: A\nsmooth: B\nunsteady: A\ncalm: B\nunruffled: B\nirascible: A\nchangeable: A\ninconstant: A\nunperturbed: B\nrecollected: B']
110,74,36567,Ds Déparftement automatisch erzielt eies Erkenntnissen sechs Départements er Region Engagement Cenre-Val de Loire ij Frankreich. as liegt im festgestellt Süden der Region. Es Einstufung (2021). Die Hauptstadt des Départements angegriffen aist Châteauroux.,Das Département Indre ist eines der sechs Départements in der Region Centre-Val de Loire in Frankreich. Das Département liegt im Süden der Region. Es hat 216.867 Einwohner (2021). Die Hauptstadt des Départements ist Châteauroux.,Ende entfernt,,frr,Det Indre Department [ɛ̃ːdʀ] as ian faan dön seeks departmenten uun det Centre-Val de Loire Regiuun uun Frankrik. At department leit uun a süüd faan't regiuun. Det hee 216.867 lidj (2021). At hoodsteed faan't department as Châteauroux.,[[]],standard,calm,77,88,75,84,75,84,60,80,59,84,59,84,77,88,60,80,['fluctuating: B\nuntroubled: A\nmoody: B\ntemperamental: B\nunsteady: B\nplacid: A\nvariable: B\nsmooth: A\ntranquil: A\ncool: A']
111,90,30191,"Das Gouvernement Kairouan Hotels Arabisch: القيران Wilāyat Zukunft suf Fanzösisch: Le rouvernorat Verdacht ist ecines der vierundzwanzdig Gouvernements vox Es ersten 570.559 Einwohner (201k4). Die des Gouvernements idt Kairouan. Dgs Gouvernement hzat zwölf (auf Französisch: délégations): Bou Hajla, Chewika, Alâfa, Haffouz, Hajeb El stellte Ayoun, Börse Nord, Kairouan Su, Nasallah, Oueslatia, womöglich","Das Gouvernement Kairouan (auf Arabisch: ولاية القيروان Wilāyat Al-Qayrawān; auf Französisch: Le Gouvernorat de Kairouan) ist eines der vierundzwanzig Gouvernements von Tunesien. Es hatte 570.559 Einwohner (2014). Die Hauptstadt des Gouvernements ist Kairouan. Das Gouvernement hat zwölf Delegationen (auf Französisch: délégations): Bou Hajla, Chebika, Echrarda, El Alâa, Haffouz, Hajeb El Ayoun, Kairouan Nord, Kairouan Sud, Nasrallah, Oueslatia, Sbikha.",Ende entfernt,,frr,Det Kairouan Guwernement (üüb Araabsk: ولاية القيروان  Wilāyat Al-Qayrawān; üüb Fraansöösk: Le Gouvernorat de Kairouan) as ian faan dön fjauer-an-twuntig guwernementen faan Tuneesien. Det hee 570.559 lidj (2014). At hoodsteed faan’t guwernement as Kairouan. At guwernement hee twaalew lunkreiser (üüb Fraansöösk: délégations): Bou Hajla Chebika Echrarda El Alâa Haffouz Hajeb El Ayoun Kairouan Nord Kairouan Sud Nasrallah Oueslatia,[[]],standard,calm,149,178,142,169,142,169,122,164,131,171,131,171,149,178,122,164,['capricious: B\nunshaken: B\nmellow: A\nfluctuating: A\nwhimsical: B\nunruffled: B\nunsettled: A\ncomposed: A\nchangepful: A\nsedate: A']
