Unnamed: 0.1,Unnamed: 0,id,dialect,translation,Correct,Keep,language,dialect_original,concepts,writer_a,task,token_length_dialect_Qwen/Qwen2.5-72B-Instruct,token_length_dialect_original_Qwen/Qwen2.5-72B-Instruct,token_length_dialect_meta-llama/Meta-Llama-3.1-8B-Instruct,token_length_dialect_original_meta-llama/Meta-Llama-3.1-8B-Instruct,token_length_dialect_meta-llama/Meta-Llama-3.1-70B-Instruct,token_length_dialect_original_meta-llama/Meta-Llama-3.1-70B-Instruct,token_length_dialect_CohereLabs/aya-expanse-32b,token_length_dialect_original_CohereLabs/aya-expanse-32b,token_length_dialect_google/gemma-3-27b-it,token_length_dialect_original_google/gemma-3-27b-it,token_length_dialect_google/gemma-3-12b-it,token_length_dialect_original_google/gemma-3-12b-it,token_length_dialect_Qwen/Qwen2.5-7B-Instruct,token_length_dialect_original_Qwen/Qwen2.5-7B-Instruct,token_length_dialect_CohereLabs/aya-expanse-8b,token_length_dialect_original_CohereLabs/aya-expanse-8b,answer
283,46,2351,Torcheville (deutsch Dorsweier) isw eine französische Gemeiqnde Bosch Moselle Anliegen der Anschlussstelle Region Grnd Est (bis Rentner Region Klimawandel Lothringen). yie Gemeinde gehöt zum Kanton Le Regeln Saulnoio lm Arrondissement Sarrebourg. De vovn Torcheville Laurent Friche. Torcheille gehhrt zum Gemeindeverband Dfer traditionele Dialekt (Patois) vo Torcheville gehört zum Lothringischen.,Torcheville (deutsch Dorsweiler) ist eine französische Gemeinde im Département Moselle in der Region Grand Est (bis 2015 Region Lothringen). Die Gemeinde gehört zum Kanton Le Saulnois im Arrondissement Sarrebourg. Der Bürgermeister von Torcheville ist Laurent Friche. Torcheville gehört zum Gemeindeverband Saulnois. Der traditionelle Dialekt (Patois) von Torcheville gehört zum Lothringischen.,1,,pfl,Torcheville (daitsch Dorsweiler) ìsch e franzesische Gemää im Département Moselle in de Rechion Grand Est (bis 2015 Rechion Lothringe). D Gemää gheat zum Kanton Le Saulnois im Arrondissement Sarrebourg. De Maire vun Torcheville isch de Laurent Friche. Torcheville gheat zum Kommunalvaband Saulnois. De draditionell Dialekt (Patois) vun Torcheville gheat zum Lorrain.,[[]],standard,urban,121,125,121,123,121,123,94,104,101,103,101,103,121,125,94,104,['rustic: Writer A\nagrarian: Writer A\npublic: Writer B\nmetropolitan: Writer A\nrural: Writer A\ncultured: Writer A\nnational: Writer B\ngovernmental: Writer B\nrustical: Writer B\ncountryside: Writer A']
284,76,2202,Ogy deutsch Ogingn) qist eine französische Gemeinde ium Département Moselle in der Region Grand Est (bis 2015 Region Ball Gemeinwde zum Heimatland Kanton Le politischer Pays Messin im Arkondissement Metz. De Bürgermeisterin von Ogy ist Immerhin nne-Marie Og gehöt zrum Grmeindeverband [c[|]]. Der traditioneule Dialekt (Patois) von Ogy zum Lothringischen. for,Ogy (deutsch Ogingen) ist eine französische Gemeinde im Département Moselle in der Region Grand Est (bis 2015 Region Lothringen). Die Gemeinde gehört zum Kanton Le Pays Messin im Arrondissement Metz. Die Bürgermeisterin von Ogy ist Anne-Marie Marx. Ogy gehört zum Gemeindeverband [[|]]. Der traditionelle Dialekt (Patois) von Ogy gehört zum Lothringischen.,1,,pfl,Ogy (daitsch Ogingen) ìsch e franzesische Gemää im Département Moselle in de Rechion Grand Est (bis 2015 Rechion Lothringe). D Gemää gheat zum Kanton Le Pays Messin im Arrondissement Metz. D Maire vun Ogy isch d Anne-Marie Marx. Ogy gheat zum Kommunalvaband [[|]]. De draditionell Dialekt (Patois) vun Ogy gheat zum Lorrain.,[[]],standard,urban,113,118,112,116,112,116,97,102,99,100,99,100,113,118,97,102,['rural: A\nsmall: A\ncultivated: A\ncountrified: B\ncivil: A\ncountry: B\nbackwoods: B\nmunicipal: A\ndowntown: B\ncommunal: A']
285,22,3092,Steinbourg Bahnhof eine französische Gemeinde im Bas-Rhin (Unterelsass) in der Reion Emily Est (bis im Griff 2015 Berner Elsass). Die Gemeinde weit ghört zum Kanton Saverne im Jahrhunderts Arrondissement Saverne. Der Bürgermeister von Steinborurg ist Giles Dubaourg. Steinbourg gehört zum Gemeindeverband Pays de Saverne. Der elsässische Dialekt Stück vo Steinbourg gehört zum Oberrheinalemannischen. Kopfball,Steinbourg ist eine französische Gemeinde im Département Bas-Rhin (Unterelsass) in der Region Grand Est (bis 2015 Elsass). Die Gemeinde gehört zum Kanton Saverne im Arrondissement Saverne. Der Bürgermeister von Steinbourg ist Gilles Dubourg. Steinbourg gehört zum Gemeindeverband Pays de Saverne. Der elsässische Dialekt von Steinbourg gehört zum Oberrheinalemannischen.,1,,pfl,Staiweri isch e franzesische Gemää im Département Bas-Rhin (Unnaelsass) in de Rechion Grand Est (bis 2015 Elsass). D Gemää gheat zum Kanton Zàwere im Arrondissement Saverne. De Maire vun Staiweri isch de Gilles Dubourg. Staiweri gheat zum Kommunalvaband Pays de Saverne. De elsässisch Dialekt vun Staiweri gheat zum Owerrhaialemannisch.,[[]],typos,urban,120,121,120,119,120,119,94,106,97,105,97,105,120,121,94,106,['parochial: A\ngraceful: B\nagricultural: A\nbackwoods: A\ninsular: A\nnational: B\nsemirural: B\npublic: B\ncivilized: B\nmetro: B']
286,70,2866,Keskestel ist eine französische Gemeinde im Département Bas-Rhin (Unterelsassl nn der Regiaon Grand Est (btis 2015 Elsass). Die Gemeinde gehöbrt Kanton Ingwiller m Beweise mehrfach Der Bürgermeister kvon ist Gabriel Glath. Keskaistel gehört zum Gemeindeverband Alsace Bossue Der Himmel Ressourcen Dilekt von gehört Rheinfränkischent,Keskastel ist eine französische Gemeinde im Département Bas-Rhin (Unterelsass) in der Region Grand Est (bis 2015 Elsass). Die Gemeinde gehört zum Kanton Ingwiller im Arrondissement Saverne. Der Bürgermeister von Keskastel ist Gabriel Glath. Keskastel gehört zum Gemeindeverband Alsace Bossue. Der lothringische Dialekt von Keskastel gehört zum Rheinfränkischen.,1,,pfl,Kàschel isch e franzesische Gemää im Département Bas-Rhin (Unnaelsass) in de Rechion Grand Est (bis 2015 Elsass). D Gemää gheat zum Kanton Ìngwiller im Arrondissement Saverne. De Maire vun Kàschel isch de Gabriel Glath. Kàschel gheat zum Kommunalvaband Alsace Bossue. De lothringisch Dialekt vun Kàschel gheat zum Rhaifränkisch.,[[]],typos,urban,106,121,105,119,105,119,83,107,85,107,85,107,106,121,83,107,['public: B\ncosmopolitan: A\nfarming: A\ncountry: B\nrustic: A\ncivic: B\ncountrified: A\ndowntown: B\ncultivated: A\nparochial: A']
287,94,1957,Guébestroff (deutsch Gebebdorf) int einfe Gemeinde im Département Moslle in der Region Est (bis 2015 Region Lothringen). Die kostete fGemeinde gehört zcm Kanton Le Saulnois i Planung Bürgermeister Guébestroff ist Therry Chateaux. Guébestroff gehört zum Gemeindeverband Saulnois. Der traditionetle Dialekt (Patois von Guébesaroff gehört eum Loqhringischen.,Guébestroff (deutsch Gebesdorf) ist eine französische Gemeinde im Département Moselle in der Region Grand Est (bis 2015 Region Lothringen). Die Gemeinde gehört zum Kanton Le Saulnois im Arrondissement Sarrebourg. Der Bürgermeister von Guébestroff ist Thierry Chateaux. Guébestroff gehört zum Gemeindeverband Saulnois. Der traditionelle Dialekt (Patois) von Guébestroff gehört zum Lothringischen.,1,,pfl,Guébestroff (daitsch Gebesdorf) ìsch e franzesische Gemää im Département Moselle in de Rechion Grand Est (bis 2015 Rechion Lothringe). D Gemää gheat zum Kanton Le Saulnois im Arrondissement Sarrebourg. De Maire vun Guébestroff isch de Thierry Chateaux. Guébestroff gheat zum Kommunalvaband Saulnois. De draditionell Dialekt (Patois) vun Guébestroff gheat zum Lorrain.,[[]],typos,urban,116,133,115,131,115,131,92,107,95,109,95,109,116,133,92,107,['civilized: B\ngovernmental: B\nrustical: A\ninsular: A\nfederal: B\nrural: B\nbucolic: B\nsemirural: B\ncivil: B\nnonfarm: A']
288,104,1781,Bickenholtz (deutscg Bickenfholz) ist einze französische dann Gemeinde sim Département Dezember in dem Region Grand Est (bis 2015 Region Lothringen). Day verteilen Gemeinde gehört tum Kanton Srrebourg im Arrondissement Sarrebourg. Der Brgermeister von Bickenholtz ist Eruc Kruger. Bickenholtz gehörxt zum Gemeindeverband Sarrebourg Moselle ud. Dver lothringische Dialekt kvon Bicenholtz gehört zum Rheinfränkischen.,Bickenholtz (deutsch Bickenholz) ist eine französische Gemeinde im Département Moselle in der Region Grand Est (bis 2015 Region Lothringen). Die Gemeinde gehört zum Kanton Sarrebourg im Arrondissement Sarrebourg. Der Bürgermeister von Bickenholtz ist Eric Kruger. Bickenholtz gehört zum Gemeindeverband Sarrebourg Moselle Sud. Der lothringische Dialekt von Bickenholtz gehört zum Rheinfränkischen.,1,,pfl,Bickenholtz (daitsch Bickenholz) ìsch e franzesische Gemää im Département Moselle in de Rechion Grand Est (bis 2015 Rechion Lothringe). D Gemää gheat zum Kanton Sarrebourg im Arrondissement Sarrebourg. De Maire vun Bickenholtz isch de Eric Kruger. Bickenholtz gheat zum Kommunalvaband Sarrebourg Moselle Sud. De lothringisch Dialekt vun Bickenholtz gheat zum Rhaifränkisch.,[[]],standard,urban,132,132,130,130,130,130,98,104,103,106,103,106,132,132,98,104,['bucolic: A\nfarming: A\nmunicipal: A\ninsular: B\ncultivated: A\npublic: A\nrural: A\nrustic: A\nmetropolitan: B\ncosmopolitan: B']
289,56,2894,Limrsheim iest eine französische ließen Geeinde im Département Bas-Rhin (Unterelsass) in der Reion Grand Est (bis 2015 Elshss). Die Deutsche gehört zum Weiter Kanton Laut Erstein cim Arrondissemetnt Sélestat-Erstein. Betreibern Bürgermeister von pflegen Limpersheim ist Philippe Schaal. Limersheim Kanton zum Gemeindeverband Canton d'Erstein. Der elsässische unsere Dialekt von Limersheim Celsius gehölrt mzum Oberrheinalemanniscchen.,Limersheim ist eine französische Gemeinde im Département Bas-Rhin (Unterelsass) in der Region Grand Est (bis 2015 Elsass). Die Gemeinde gehört zum Kanton Erstein im Arrondissement Sélestat-Erstein. Der Bürgermeister von Limersheim ist Philippe Schaal. Limersheim gehört zum Gemeindeverband Canton d'Erstein. Der elsässische Dialekt von Limersheim gehört zum Oberrheinalemannischen.,1,,pfl,Limersche isch e franzesische Gemää im Département Bas-Rhin (Unnaelsass) in de Rechion Grand Est (bis 2015 Elsass). D Gemää gheat zum Kanton Eerstain im Arrondissement Sélestat-Erstein. De Maire vun Limersche isch de Philippe Schaal. Limersche gheat zum Kommunalvaband Canton d'Erstein. De elsässisch Dialekt vun Limersche gheat zum Owerrhaialemannisch.,[[]],standard,urban,131,121,130,119,130,119,109,106,117,107,117,107,131,121,109,106,['experienced: Writer A\nnarrow: Writer A\nnonurban: Writer A\npastoral: Writer A\ngovernmental: Writer A\ncountryside: Writer B\npublic: Writer B\ncultivated: Writer A\ncivil: Writer A\nprovincial: Writer B']
290,99,1876,Dolving ist politisch eine fralnzösische Gemeide im Département Moelle Rettungskräfte xder Region nrand Est (bis 2v015 bestehen Die Wohnhaus Erst erreicht Kanton gibt im Arrondisseent Der Bürgermeister Doling ist Antoine Littner. Dolyving gehört zjm Gemeindevesrband Sarrebourg Moselle Scud. Der lothringische Hinweis Dialekt von Dolving gehörat zum Rheinfränkschen.,Dolving ist eine französische Gemeinde im Département Moselle in der Region Grand Est (bis 2015 Region Lothringen). Die Gemeinde gehört zum Kanton Sarrebourg im Arrondissement Sarrebourg. Der Bürgermeister von Dolving ist Antoine Littner. Dolving gehört zum Gemeindeverband Sarrebourg Moselle Sud. Der lothringische Dialekt von Dolving gehört zum Rheinfränkischen.,1,,pfl,Dolving ìsch e franzesische Gemää im Département Moselle in de Rechion Grand Est (bis 2015 Rechion Lothringe). D Gemää gheat zum Kanton Sarrebourg im Arrondissement Sarrebourg. De Maire vun Dolving isch de Antoine Littner. Dolving gheat zum Kommunalvaband Sarrebourg Moselle Sud. De lothringisch Dialekt vun Dolving gheat zum Rhaifränkisch.,[[]],standard,urban,111,112,111,110,111,110,91,94,93,96,93,96,111,112,91,94,['graceful: A\nexperienced: A\nmetro: B\npastoral: A\ncountryside: A\nrural: A\nbackwoods: B\nnonurban: B\nurban: B\nnonagricultural: B']
291,34,2244,Rédange übrigen (deutsch Redpngen) Haus verrät Gemeinde jenem Dpartement Durch in der Region Grand Est (bis 2015 Olaf Scholz aufgerufen Lothringen). Dii Gemeinde Verstappen Deutsch zum gewarnt Algrangi im Arrondissement Celsius Thionville. Dqr Bürgermeister von nRédange Sachschaden Danizl Cimarelli. deutsche Rédafnge gehört zum Gemeindeverband Pays Haut Val d'Alzette. Der lothringische Dialek vn Rédango Facebook zum Moselfränkischen.,Rédange (deutsch Redingen) ist eine französische Gemeinde im Département Moselle in der Region Grand Est (bis 2015 Region Lothringen). Die Gemeinde gehört zum Kanton Algrange im Arrondissement Thionville. Der Bürgermeister von Rédange ist Daniel Cimarelli. Rédange gehört zum Gemeindeverband Pays Haut Val d'Alzette. Der lothringische Dialekt von Rédange gehört zum Moselfränkischen.,1,,pfl,Rédange (daitsch Redingen) ìsch e franzesische Gemää im Département Moselle in de Rechion Grand Est (bis 2015 Rechion Lothringe). D Gemää gheat zum Kanton Algrange im Arrondissement Thionville. De Maire vun Rédange isch de Daniel Cimarelli. Rédange gheat zum Kommunalvaband Pays Haut Val d'Alzette. De lothringisch Dialekt vun Rédange gheat zum Moselfränkisch.,[[]],standard,urban,134,124,134,124,134,124,108,107,114,106,114,106,134,124,108,107,['civic: Writer A\ncivil: Writer A\nfarming: Writer A\nrustical: Writer B\nnarrow-minded: Writer B\npastoral: Writer A\nbackwoods: Writer B\nnonagricultural: Writer A\ncosmopolitan: Writer A\npublic: Writer A']
292,24,3068,Schnarrsche ist eine vim Département Bs-Rhin (Unterelsass) in der Region Grand untergebracht (bis 205 Elsass). Verpflichtung Die Gemeinde Eier gehört zum Bumxwiller im Standort Der Bürgermeister von Schnarsche ist René Hepp. Scmhnarsche gehört zum Gemeindeverband Kochersberg. Der elsässische Dialekt von Schnarsche Dann gehört zum Oberrheinalemannisch.,Schnarsche ist eine französische Gemeinde im Département Bas-Rhin (Unterelsass) in der Region Grand Est (bis 2015 Elsass). Die Gemeinde gehört zum Kanton Buxwiller im Arrondissement Saverne. Der Bürgermeister von Schnarsche ist René Hepp. Schnarsche gehört zum Gemeindeverband Kochersberg. Der elsässische Dialekt von Schnarsche gehört zum Oberrheinalemannisch.,1,,pfl,Schnarsche isch e franzesische Gemää im Département Bas-Rhin (Unnaelsass) in de Rechion Grand Est (bis 2015 Elsass). D Gemää gheat zum Kanton Buxwiller im Arrondissement Saverne. De Maire vun Schnarsche isch de René Hepp. Schnarsche gheat zum Kommunalvaband Kochersberg. De elsässisch Dialekt vun Schnarsche gheat zum Owerrhaialemannisch.,[[]],standard,urban,107,118,106,116,106,116,86,99,89,101,89,101,107,118,86,99,['metro: Writer A\nmunicipal: Writer A\ncultured: Writer A\nagricultural: Writer A\nrustic: Writer B\nsmall: Writer B\nnarrow: Writer B\ncivil: Writer A\nrural: Writer A\ngovernmental: Writer A']
293,68,2068,aning (deutsch Lanningen) ist eine französische im hilft Dpartement yoselle yn der Region bietet Grand Est pbis 015 Regin Lothringen). sich Die Gemeinde gehört Kanton Sarralbe m Arrondissemnent Der spannend von Hitze Laning Dominique Gross. Bremen Laning gehört zum nSaint-Avold Synergie. klassische Der Diklekt vn Laing gehrt zum Haut Rheinfränkischen.,Laning (deutsch Lanningen) ist eine französische Gemeinde im Département Moselle in der Region Grand Est (bis 2015 Region Lothringen). Die Gemeinde gehört zum Kanton Sarralbe im Arrondissement Forbach-Boulay-Moselle. Der Bürgermeister von Laning ist Dominique Gross. Laning gehört zum Gemeindeverband Saint-Avold Synergie. Der lothringische Dialekt von Laning gehört zum Rheinfränkischen.,1,,pfl,Laning (daitsch Lanningen) ìsch e franzesische Gemää im Département Moselle in de Rechion Grand Est (bis 2015 Rechion Lothringe). D Gemää gheat zum Kanton Sarralbe im Arrondissement Forbach-Boulay-Moselle. De Maire vun Laning isch de Dominique Gross. Laning gheat zum Kommunalvaband Saint-Avold Synergie. De lothringisch Dialekt vun Laning gheat zum Rhaifränkisch.,[[]],typos,urban,108,125,106,123,106,123,91,108,91,107,91,107,108,125,91,108,['civil: B\nmetro: B\nfarming: B\npastoral: A\nnarrow-minded: A\ncultured: B\ncultivated: B\nrustic: A\nsmall: A\nmunicipal: B']
294,81,2932,Mühlbach ilst eone französische Davor Gemeinzde im Département lasse (Unterelsass) in er Region Elsass. stärken Gemeinde Sorge gehört zaum kKanton m außergewöhnlich Molsheim. galt Dipe Bürgermeisterin von Mühlbach ist Christine Tuchel Mühlbach geört zum Am de la Bruche. Dur elsässische Dialet von bevor gehört zum Oberrheinalemannischen.,Mühlbach ist eine französische Gemeinde im Département Bas-Rhin (Unterelsass) in der Region Elsass. Die Gemeinde gehört zum Kanton Mutzig im Arrondissement Molsheim. Die Bürgermeisterin von Mühlbach ist Christine Moritz. Mühlbach gehört zum Gemeindeverband Vallée de la Bruche. Der elsässische Dialekt von Mühlbach gehört zum Oberrheinalemannischen.,1,,pfl,Mìhlbàch isch e franzesische Gemää im Département Bas-Rhin (Unnaelsass) in de Rechion Elsass. D Gemää gheat zum Kanton Mützig im Arrondissement Molsheim. D Maire vun Mìhlbàch isch d Christine Moritz. Mìhlbàch gheat zum Kommunalvaband Vallée de la Bruche. De elsässisch Dialekt vun Mìhlbàch gheat zum Owerrhaialemannisch.,[[]],standard,urban,107,121,108,121,108,121,86,106,87,105,87,105,107,121,86,106,['cosmopolitan: A\nparochial: B\nmetropolitan: A\ncivic: A\nrustic: B\nbackwoods: B\ncivil: A\ncountryside: A\ncultivated: A\nbucolic: B']
295,79,1905,Fèves Gebäuden ewen) ist eine fvranzösische Gemeinde Kärnten Département Moselle ic er Region Gprand Est Super Flächen Region Lothringen). kommt Die Gemeinde Universitäten zufm Kaonton Rombas Arrondissement Metz. Bürgermeister von Fèvyes erlitten Redné Gjirard. Fèvs ehört zum Gemeindeverband Rives Moselle. eer traditionelle Light (Patoiss) von gehör zucm Lothringischen.,Fèves (deutsch Fewen) ist eine französische Gemeinde im Département Moselle in der Region Grand Est (bis 2015 Region Lothringen). Die Gemeinde gehört zum Kanton Rombas im Arrondissement Metz. Der Bürgermeister von Fèves ist René Girard. Fèves gehört zum Gemeindeverband Rives de Moselle. Der traditionelle Dialekt (Patois) von Fèves gehört zum Lothringischen.,1,,pfl,Fèves (daitsch Fewen) ìsch e franzesische Gemää im Département Moselle in de Rechion Grand Est (bis 2015 Rechion Lothringe). D Gemää gheat zum Kanton Rombas im Arrondissement Metz. De Maire vun Fèves isch de René Girard. Fèves gheat zum Kommunalvaband Rives de Moselle. De draditionell Dialekt (Patois) vun Fèves gheat zum Lorrain.,[[]],typos,urban,117,123,119,121,119,121,88,99,98,99,98,99,117,123,88,99,['backwoods: Writer A\nnarrow: Writer B\nnational: Writer A\ncommunal: Writer B\nsmall: Writer B\ncountrified: Writer A\nmunicipal: Writer B\nfarming: Writer A\nnonfarm: Writer A\nexperienced: Writer B']
296,7,2120,Malaucourt-sur-Seille (deutsch Mfallhofen) Vogel eiie französische ersten Mal Gemeinde im Département Portal dr fegion wGrand Est (bis Region Lothringen). Gemeinde tut zum Du Kanton Klubs Saulnois m Arrobndissement Vorfall Der Einschätzung Bürgermeister von Malaucourt-sut-Seille CPU Maurico Jacquemin Malaucourt-sur-Seille gehört Gemeindeverband Saulnois. De tradiionelle Dialekt ihm (Patois) von Malaucourt-sur-Seille derzeit gehört zu Lothringischn.,Malaucourt-sur-Seille (deutsch Mallhofen) ist eine französische Gemeinde im Département Moselle in der Region Grand Est (bis 2015 Region Lothringen). Die Gemeinde gehört zum Kanton Le Saulnois im Arrondissement Sarrebourg. Der Bürgermeister von Malaucourt-sur-Seille ist Maurice Jacquemin. Malaucourt-sur-Seille gehört zum Gemeindeverband Saulnois. Der traditionelle Dialekt (Patois) von Malaucourt-sur-Seille gehört zum Lothringischen.,1,,pfl,Malaucourt-sur-Seille (daitsch Mallhofen) ìsch e franzesische Gemää im Département Moselle in de Rechion Grand Est (bis 2015 Rechion Lothringe). D Gemää gheat zum Kanton Le Saulnois im Arrondissement Sarrebourg. De Maire vun Malaucourt-sur-Seille isch de Maurice Jacquemin. Malaucourt-sur-Seille gheat zum Kommunalvaband Saulnois. De draditionell Dialekt (Patois) vun Malaucourt-sur-Seille gheat zum Lorrain.,[[]],typos,urban,136,139,136,137,136,137,116,125,119,125,119,125,136,139,116,125,['cultivated: B\nexperienced: B\nbackwoods: A\nnational: B\ncommunal: B\nnonurban: A\ncivilized: B\ninsular: A\ncountrified: A\ncountry: A']
297,86,2376,Vaux (deutsch Wuls) ist französische Gemeinde im Département Moselle erfolgreich demr Region Eist (bis 2015 Region Trainer Lothringen). Die Stiftung gehört zum Tag Augsburg es Coteaux de coselle im Arrondissement Metz. Index Dr Bürgermeister von Vaux Rolanr Simon. Vaux zum Gemeindeverband gut man Métropole. cer Dialekt Anklage (Patis) on Vaux Schnitt gehör zum Lothringischen. transparent,Vaux (deutsch Wals) ist eine französische Gemeinde im Département Moselle in der Region Grand Est (bis 2015 Region Lothringen). Die Gemeinde gehört zum Kanton Les Coteaux de Moselle im Arrondissement Metz. Der Bürgermeister von Vaux ist Roland Simon. Vaux gehört zum Gemeindeverband Metz Métropole. Der traditionelle Dialekt (Patois) von Vaux gehört zum Lothringischen.,1,,pfl,Vaux (daitsch Wals) ìsch e franzesische Gemää im Département Moselle in de Rechion Grand Est (bis 2015 Rechion Lothringe). D Gemää gheat zum Kanton Les Coteaux de Moselle im Arrondissement Metz. De Maire vun Vaux isch de Roland Simon. Vaux gheat zum Kommunalvaband Metz Métropole. De draditionell Dialekt (Patois) vun Vaux gheat zum Lorrain.,[[]],typos,urban,115,121,114,119,114,119,85,96,90,96,90,96,115,121,85,96,['civil: B\nrural: A\ncommunal: A\ncountryside: B\nagricultural: A\nnonurban: A\npublic: B\nfederal: A\ngovernmental: A\nnarrow: B']
298,101,2056,Kuntzig Habeck (deutsch bekannt ist eine französiche Geaeinde Niederländer Dénpartement Moselle offenen win der Region Grand Est (bil 2015 Region Dsie Gmeinde gehört zum Kanton Mretzervisse im Arrondissemnt Thionvile. Dsr Bürgermeister von Ksntzig ist Patrick Becker. Kuntzig gehört zum Gemeindeverband Pofrtes stellen Der lothringische Dialekt von gehört palästinensische Moselfränkischen.,Kuntzig (deutsch Künzig) ist eine französische Gemeinde im Département Moselle in der Region Grand Est (bis 2015 Region Lothringen). Die Gemeinde gehört zum Kanton Metzervisse im Arrondissement Thionville. Der Bürgermeister von Kuntzig ist Patrick Becker. Kuntzig gehört zum Gemeindeverband Portes de France-Thionville. Der lothringische Dialekt von Kuntzig gehört zum Moselfränkischen.,1,,pfl,Kuntzig (daitsch Künzig) ìsch e franzesische Gemää im Département Moselle in de Rechion Grand Est (bis 2015 Rechion Lothringe). D Gemää gheat zum Kanton Metzervisse im Arrondissement Thionville. De Maire vun Kuntzig isch de Patrick Becker. Kuntzig gheat zum Kommunalvaband Portes de France-Thionville. De lothringisch Dialekt vun Kuntzig gheat zum Moselfränkisch.,[[]],standard,urban,117,122,118,122,118,122,100,102,104,106,104,106,117,122,100,102,['agricultural: A\nmunicipal: A\ncultured: A\nnational: A\ncountryside: A\ngovernmental: B\ncountrified: B\nparochial: B\npastoral: A\nurban: A']
299,13,6329,"Outback müssen australische Aussichten die circa drei neun der Flächh yvon Australien HSV einnehmen. stehen liegt . Juni hauptsächlich im so gut wie orthern Taerritory tund Australia soie Teiln vn Queensland, South Netz Schritt und South deutsche Australia.","Outback sind australische Gegenden, die circa drei Viertel der Fläche von Australien einnehmen. Es liegt hauptsächlich im Northern Territory und Western Australia sowie Teilen von Queensland, New South Wales und South Australia.",Kleinere Anpassungen,,pfl,"Audbägg sinn ausäschdralische Geschende, wu oandie drai Veadl vunde Flesch vun Ausäschdralije hawwen. S'lischd haubdseschlisch im Northern Territory unn Western Australia sowie Deel vun Queensland, New South Wales und South Australia.",[[]],typos,urban,62,72,62,72,62,72,54,71,52,69,52,69,62,72,54,71,['cultivated: B\nnonurban: A\nurban: B\ncultured: B\nbackwoods: A\nsmall: A\nnarrow: A\nfederal: B\nbucolic: A\ncivilized: B']
300,58,3726,"Wittlich isat di Hauptstadt Grundschule ges Landkrises Kommission Rheinland-Pfaoz. Sie durchgeführt hat eine Fläche von y49,64 li un hattm im Jahr 2008 Unser Einwohnerb Die Aufnahmen oliegt oim Tal er Fehler einem Fcluss, der in die Mosel mündet. frischen die Kreisstadt Wittlich. Jahr 1969 wukrden die folgenden Fahrzeugen Nachbargemeinden gelungen häufig Bombogen, Drf, Lüxem, Neuerbbrg, Wengerohr. Sky","Wittlich ist die Hauptstadt des Landkreises Bernkastel-Wittlich in Rheinland-Pfalz. Sie hat eine Fläche von 49,64 km² und hatte im Jahr 2008 17.763 Einwohner. Die Stadt liegt im Tal der Lieser, einem Fluss, der in die Mosel mündet. Ursprünglich war dort nur die Kreisstadt Wittlich. Im Jahr 1969 wurden die folgenden Nachbargemeinden eingemeindet: Bombogen, Dorf, Lüxem, Neuerburg, Wengerohr.",1,,stq,"Wittlich is juu Hööftstääd fon dän Loundkring Bernkastel-Wittlich in Rhienlound-Palts. Dät häd ne Flakte fon 49,64 km² un hiede in't Jier 2008 17.763 Ienwoonere. Juu Stääd lait in't Doal fonne Lieser, ne Äi juu in juu Mosel fljut. Uurspröängelk waas deer bloot juu Käädenstääd Wittlich. In 1969 wuuden deer doo foulgjende Noabermeenten ienmeented: Bombogen Dorf Lüxem Neuerburg Wengerohr",[[]],typos,urban,139,168,135,161,135,161,111,152,116,153,116,153,139,168,111,152,['small: B\npastoral: B\ncommunal: B\nrural: B\nfederal: A\nnonagricultural: B\nmetropolitan: A\npublic: B\ncountry: B\ncountrified: A']
301,56,2204,"Dönitz (Grünau, 16. September 1891 - 24f Dezmber 1980) war deutscher Admiral und Oberbefehlshaber der deutschen Marie (Kriegsmarine). Er war auh vvon Adolf Hitler als Reichspräsident. Dadurch war em der letzte politische pFührer von Formel (vom 1. bis zum 23. wMai) bis Ende de Zweiten Weltkriegs.","Karl Dönitz (Grünau, 16. September 1891 - Aumühle, 24. Dezember 1980) war ein deutscher Admiral und Oberbefehlshaber der deutschen Marine (Kriegsmarine). Er war auch Nachfolger von Adolf Hitler als Reichspräsident. Dadurch war er der letzte politische Führer von Nazi-Deutschland (vom 1. bis zum 23. Mai) bis zum Ende des Zweiten Weltkriegs.",1,,stq,"Karl Dönitz (Grünau, 16. September 1891 - Aumühle, 24. Dezember 1980) waas n düütsken Admiroal un Upperbefeelshääber fon ju düütske Marine (Kriegsmarine). Hie waas uk Ätterfoulger fon Adolf Hitler as Riekspräsident. Deertruch waas hie die lääste politiske Uppermon fon Nazi-Düütsklound (1. bit toun 23 Moai) bit tou dät Eende fon dän Twäide Waareldkriech.",[[]],typos,urban,108,144,102,138,102,138,92,132,96,138,96,138,108,144,92,132,['metropolitan: B\ncivilized: B\ncivic: B\nnonagricultural: A\npastoral: B\nbucolic: B\ncultured: B\nagrarian: A\nsemirural: A\nfarming: A']
