age,age_onset,birthplace,audio_file,accent,gender,speakerid,country,city,city_nums,state,source,line_id,text,audio_duration,id,speaker,irrelevant,stereotypical,anti-stereotypical,labels,annotators
19.0,0.0,"manchester, england, uk",/work/bbc6523/diverse_voices/english_accent_audio/english194.mp3,english,male,638.0,uk,manchester,3.0,england,english_accents,,,,,,,,,,
53.0,0.0,"st. louis, missouri, usa",/work/bbc6523/diverse_voices/english_accent_audio/english55.mp3,english,female,116.0,usa,st. louis,3.0,missouri,english_accents,,,,,,,,,,
53.0,0.0,"chicago, illinois, usa",/work/bbc6523/diverse_voices/english_accent_audio/english204.mp3,english,male,678.0,usa,chicago,3.0,illinois,english_accents,,,,,,,,,,
22.0,0.0,"hoffman estates, illinois, usa",/work/bbc6523/diverse_voices/english_accent_audio/english554.mp3,english,female,2047.0,usa,hoffman estates,3.0,illinois,english_accents,,,,,,,,,,
22.0,0.0,"spokane, washington, usa",/work/bbc6523/diverse_voices/english_accent_audio/english98.mp3,english,male,163.0,usa,spokane,3.0,washington,english_accents,,,,,,,,,,
19.0,0.0,"reston, virginia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english559.mp3,english,female,2056.0,usa,reston,3.0,virginia,english_accents,,,,,,,,,,
19.0,0.0,"lindenhurst, new york, usa",/work/bbc6523/diverse_voices/english_accent_audio/english297.mp3,english,male,1071.0,usa,lindenhurst,3.0,new york,english_accents,,,,,,,,,,
20.0,0.0,"yorktown, virginia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english561.mp3,english,female,2060.0,usa,yorktown,3.0,virginia,english_accents,,,,,,,,,,
20.0,0.0,"miami, florida, usa",/work/bbc6523/diverse_voices/english_accent_audio/english493.mp3,english,male,1718.0,usa,miami,3.0,florida,english_accents,,,,,,,,,,
30.0,0.0,"florence, south carolina, usa",/work/bbc6523/diverse_voices/english_accent_audio/english562.mp3,english,female,2061.0,usa,florence,3.0,south carolina,english_accents,,,,,,,,,,
30.0,0.0,"west jordan, utah, usa",/work/bbc6523/diverse_voices/english_accent_audio/english62.mp3,english,male,124.0,usa,west jordan,3.0,utah,english_accents,,,,,,,,,,
42.0,0.0,"parma, ohio, usa",/work/bbc6523/diverse_voices/english_accent_audio/english570.mp3,english,female,2106.0,usa,parma,3.0,ohio,english_accents,,,,,,,,,,
42.0,0.0,"minneapolis, minnesota, usa",/work/bbc6523/diverse_voices/english_accent_audio/english143.mp3,english,male,518.0,usa,minneapolis,3.0,minnesota,english_accents,,,,,,,,,,
25.0,0.0,"montreal, quebec, canada",/work/bbc6523/diverse_voices/english_accent_audio/english64.mp3,english,female,126.0,canada,montreal,3.0,quebec,english_accents,,,,,,,,,,
25.0,0.0,"calgary, alberta, canada",/work/bbc6523/diverse_voices/english_accent_audio/english136.mp3,english,male,508.0,canada,calgary,3.0,alberta,english_accents,,,,,,,,,,
20.0,0.0,"caribou, maine, usa",/work/bbc6523/diverse_voices/english_accent_audio/english78.mp3,english,female,141.0,usa,caribou,3.0,maine,english_accents,,,,,,,,,,
20.0,0.0,"woodbridge, virginia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english526.mp3,english,male,1895.0,usa,woodbridge,3.0,virginia,english_accents,,,,,,,,,,
42.0,0.0,"winnfield, louisiana, usa",/work/bbc6523/diverse_voices/english_accent_audio/english83.mp3,english,female,147.0,usa,winnfield,3.0,louisiana,english_accents,,,,,,,,,,
42.0,0.0,"wilmington nc, north carolina, usa",/work/bbc6523/diverse_voices/english_accent_audio/english97.mp3,english,male,162.0,usa,wilmington nc,3.0,north carolina,english_accents,,,,,,,,,,
18.0,0.0,"tamworth, australia",/work/bbc6523/diverse_voices/english_accent_audio/english87.mp3,english,female,151.0,australia,tamworth,2.0,none,english_accents,,,,,,,,,,
18.0,0.0,"adelaide, australia",/work/bbc6523/diverse_voices/english_accent_audio/english152.mp3,english,male,529.0,australia,adelaide,2.0,none,english_accents,,,,,,,,,,
52.0,0.0,"pittsburgh, pennsylvania, usa",/work/bbc6523/diverse_voices/english_accent_audio/english99.mp3,english,female,164.0,usa,pittsburgh,3.0,pennsylvania,english_accents,,,,,,,,,,
52.0,0.0,"casper, wyoming, usa",/work/bbc6523/diverse_voices/english_accent_audio/english564.mp3,english,male,2077.0,usa,casper,3.0,wyoming,english_accents,,,,,,,,,,
36.0,0.0,"norwich, new york, usa",/work/bbc6523/diverse_voices/english_accent_audio/english133.mp3,english,female,504.0,usa,norwich,3.0,new york,english_accents,,,,,,,,,,
35.0,0.0,"fort worth, texas, usa",/work/bbc6523/diverse_voices/english_accent_audio/english157.mp3,english,male,538.0,usa,fort worth,3.0,texas,english_accents,,,,,,,,,,
7.0,0.0,"norton, virginia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english15.mp3,english,female,72.0,usa,norton,3.0,virginia,english_accents,,,,,,,,,,
6.0,0.0,"washington, district of columbia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english335.mp3,english,male,1216.0,usa,washington,3.0,district of columbia,english_accents,,,,,,,,,,
30.0,0.0,"birmingham, uk",/work/bbc6523/diverse_voices/english_accent_audio/english2.mp3,english,female,77.0,uk,birmingham,2.0,none,english_accents,,,,,,,,,,
31.0,0.0,"wrexham, wales, uk",/work/bbc6523/diverse_voices/english_accent_audio/english113.mp3,english,male,439.0,uk,wrexham,3.0,wales,english_accents,,,,,,,,,,
45.0,0.0,"blue earth, minnesota, usa",/work/bbc6523/diverse_voices/english_accent_audio/english205.mp3,english,female,679.0,usa,blue earth,3.0,minnesota,english_accents,,,,,,,,,,
46.0,0.0,"blue bell, pennsylvania, usa",/work/bbc6523/diverse_voices/english_accent_audio/english273.mp3,english,male,907.0,usa,blue bell,3.0,pennsylvania,english_accents,,,,,,,,,,
35.0,0.0,"hucknall, nottinghamshire, england, uk",/work/bbc6523/diverse_voices/english_accent_audio/english206.mp3,english,female,680.0,uk,hucknall,4.0,nottinghamshire,english_accents,,,,,,,,,,
34.0,0.0,"cardiff, wales, uk",/work/bbc6523/diverse_voices/english_accent_audio/english308.mp3,english,male,1101.0,uk,cardiff,3.0,wales,english_accents,,,,,,,,,,
23.0,0.0,"trenton, nova scotia, canada",/work/bbc6523/diverse_voices/english_accent_audio/english210.mp3,english,female,705.0,canada,trenton,3.0,nova scotia,english_accents,,,,,,,,,,
24.0,0.0,"barneys river, nova scotia, canada",/work/bbc6523/diverse_voices/english_accent_audio/english144.mp3,english,male,519.0,canada,barneys river,3.0,nova scotia,english_accents,,,,,,,,,,
42.0,0.0,"camberley, surrey, uk",/work/bbc6523/diverse_voices/english_accent_audio/english227.mp3,english,female,773.0,uk,camberley,3.0,surrey,english_accents,,,,,,,,,,
43.0,0.0,"strattford-on-avon, uk",/work/bbc6523/diverse_voices/english_accent_audio/english368.mp3,english,male,1295.0,uk,strattford-on-avon,2.0,none,english_accents,,,,,,,,,,
59.0,0.0,"glasgow, scotland, uk",/work/bbc6523/diverse_voices/english_accent_audio/english228.mp3,english,female,774.0,uk,glasgow,3.0,scotland,english_accents,,,,,,,,,,
60.0,0.0,"salford, lancashire, uk",/work/bbc6523/diverse_voices/english_accent_audio/english578.mp3,english,male,2171.0,uk,salford,3.0,lancashire,english_accents,,,,,,,,,,
21.0,0.0,"vancouver, british  columbia, canada",/work/bbc6523/diverse_voices/english_accent_audio/english238.mp3,english,female,802.0,canada,vancouver,3.0,british  columbia,english_accents,,,,,,,,,,
20.0,0.0,"calgary, alberta, canada",/work/bbc6523/diverse_voices/english_accent_audio/english52.mp3,english,male,113.0,canada,calgary,3.0,alberta,english_accents,,,,,,,,,,
29.0,0.0,"boston, massachusetts, usa",/work/bbc6523/diverse_voices/english_accent_audio/english249.mp3,english,female,850.0,usa,boston,3.0,massachusetts,english_accents,,,,,,,,,,
28.0,0.0,"manchester, connecticut, usa",/work/bbc6523/diverse_voices/english_accent_audio/english375.mp3,english,male,1312.0,usa,manchester,3.0,connecticut,english_accents,,,,,,,,,,
59.0,0.0,"forestville, maryland, usa",/work/bbc6523/diverse_voices/english_accent_audio/english261.mp3,english,female,875.0,usa,forestville,3.0,maryland,english_accents,,,,,,,,,,
60.0,0.0,"arcadia, wisconsin, usa",/work/bbc6523/diverse_voices/english_accent_audio/english36.mp3,english,male,95.0,usa,arcadia,3.0,wisconsin,english_accents,,,,,,,,,,
67.0,0.0,"leeds, uk",/work/bbc6523/diverse_voices/english_accent_audio/english268.mp3,english,female,901.0,uk,leeds,2.0,none,english_accents,,,,,,,,,,
66.0,0.0,"harrow, middlesex, uk",/work/bbc6523/diverse_voices/english_accent_audio/english217.mp3,english,male,740.0,uk,harrow,3.0,middlesex,english_accents,,,,,,,,,,
25.0,0.0,"sydney, australia",/work/bbc6523/diverse_voices/english_accent_audio/english274.mp3,english,female,909.0,australia,sydney,2.0,none,english_accents,,,,,,,,,,
24.0,0.0,"newcastle, australia",/work/bbc6523/diverse_voices/english_accent_audio/english452.mp3,english,male,1547.0,australia,newcastle,2.0,none,english_accents,,,,,,,,,,
48.0,0.0,"hudson, new york, usa",/work/bbc6523/diverse_voices/english_accent_audio/english277.mp3,english,female,919.0,usa,hudson,3.0,new york,english_accents,,,,,,,,,,
49.0,0.0,"bloomington, indiana, usa",/work/bbc6523/diverse_voices/english_accent_audio/english234.mp3,english,male,794.0,usa,bloomington,3.0,indiana,english_accents,,,,,,,,,,
18.0,0.0,"edmonton, alberta, canada",/work/bbc6523/diverse_voices/english_accent_audio/english296.mp3,english,female,1070.0,canada,edmonton,3.0,alberta,english_accents,,,,,,,,,,
19.0,0.0,"fredericton, new brunswick, canada",/work/bbc6523/diverse_voices/english_accent_audio/english358.mp3,english,male,1259.0,canada,fredericton,3.0,new brunswick,english_accents,,,,,,,,,,
30.0,0.0,"st. mary's, ontario, canada",/work/bbc6523/diverse_voices/english_accent_audio/english30.mp3,english,female,89.0,canada,st. mary's,3.0,ontario,english_accents,,,,,,,,,,
29.0,0.0,"yorkton, saskatchewan, canada",/work/bbc6523/diverse_voices/english_accent_audio/english322.mp3,english,male,1172.0,canada,yorkton,3.0,saskatchewan,english_accents,,,,,,,,,,
45.0,0.0,"anaheim, california, usa",/work/bbc6523/diverse_voices/english_accent_audio/english303.mp3,english,female,1086.0,usa,anaheim,3.0,california,english_accents,,,,,,,,,,
46.0,0.0,"pasadena, california, usa",/work/bbc6523/diverse_voices/english_accent_audio/english376.mp3,english,male,1315.0,usa,pasadena,3.0,california,english_accents,,,,,,,,,,
20.0,0.0,"clare, ireland",/work/bbc6523/diverse_voices/english_accent_audio/english304.mp3,english,female,1088.0,ireland,clare,2.0,none,english_accents,,,,,,,,,,
21.0,0.0,"dublin, ireland",/work/bbc6523/diverse_voices/english_accent_audio/english253.mp3,english,male,857.0,ireland,dublin,2.0,none,english_accents,,,,,,,,,,
40.0,0.0,"edmonton, alberta, canada",/work/bbc6523/diverse_voices/english_accent_audio/english312.mp3,english,female,1113.0,canada,edmonton,3.0,alberta,english_accents,,,,,,,,,,
41.0,0.0,"toronto, ontario, canada",/work/bbc6523/diverse_voices/english_accent_audio/english301.mp3,english,male,1078.0,canada,toronto,3.0,ontario,english_accents,,,,,,,,,,
26.0,0.0,"memphis, tennessee, usa",/work/bbc6523/diverse_voices/english_accent_audio/english314.mp3,english,female,1120.0,usa,memphis,3.0,tennessee,english_accents,,,,,,,,,,
25.0,0.0,"west palm beach, florida, usa",/work/bbc6523/diverse_voices/english_accent_audio/english504.mp3,english,male,1786.0,usa,west palm beach,3.0,florida,english_accents,,,,,,,,,,
50.0,0.0,"fresno, california, usa",/work/bbc6523/diverse_voices/english_accent_audio/english32.mp3,english,female,91.0,usa,fresno,3.0,california,english_accents,,,,,,,,,,
51.0,0.0,"fort worth, texas, usa",/work/bbc6523/diverse_voices/english_accent_audio/english572.mp3,english,male,2121.0,usa,fort worth,3.0,texas,english_accents,,,,,,,,,,
84.0,0.0,"jersey city, new jersey, usa",/work/bbc6523/diverse_voices/english_accent_audio/english337.mp3,english,female,1218.0,usa,jersey city,3.0,new jersey,english_accents,,,,,,,,,,
85.0,0.0,"pike county, kentucky, usa",/work/bbc6523/diverse_voices/english_accent_audio/english381.mp3,english,male,1324.0,usa,pike county,3.0,kentucky,english_accents,,,,,,,,,,
18.0,0.0,"polesworth, staffordshire, uk",/work/bbc6523/diverse_voices/english_accent_audio/english350.mp3,english,female,1241.0,uk,polesworth,3.0,staffordshire,english_accents,,,,,,,,,,
19.0,0.0,"chester, england, uk",/work/bbc6523/diverse_voices/english_accent_audio/english250.mp3,english,male,852.0,uk,chester,3.0,england,english_accents,,,,,,,,,,
25.0,0.0,"birkenhead, uk",/work/bbc6523/diverse_voices/english_accent_audio/english367.mp3,english,female,1294.0,uk,birkenhead,2.0,none,english_accents,,,,,,,,,,
26.0,0.0,"windsor, uk",/work/bbc6523/diverse_voices/english_accent_audio/english450.mp3,english,male,1544.0,uk,windsor,2.0,none,english_accents,,,,,,,,,,
38.0,0.0,"silver spring, maryland, usa",/work/bbc6523/diverse_voices/english_accent_audio/english378.mp3,english,female,1320.0,usa,silver spring,3.0,maryland,english_accents,,,,,,,,,,
39.0,0.0,"washington, dc, usa",/work/bbc6523/diverse_voices/english_accent_audio/english571.mp3,english,male,2113.0,usa,washington,3.0,dc,english_accents,,,,,,,,,,
34.0,0.0,"roanoke, virginia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english380.mp3,english,female,1323.0,usa,roanoke,3.0,virginia,english_accents,,,,,,,,,,
33.0,0.0,"sacramento, california, usa",/work/bbc6523/diverse_voices/english_accent_audio/english316.mp3,english,male,1122.0,usa,sacramento,3.0,california,english_accents,,,,,,,,,,
59.0,0.0,"new orleans, louisiana, usa",/work/bbc6523/diverse_voices/english_accent_audio/english39.mp3,english,female,98.0,usa,new orleans,3.0,louisiana,english_accents,,,,,,,,,,
60.0,0.0,"san francisco, california, usa",/work/bbc6523/diverse_voices/english_accent_audio/english445.mp3,english,male,1532.0,usa,san francisco,3.0,california,english_accents,,,,,,,,,,
32.0,0.0,"geelong, australia",/work/bbc6523/diverse_voices/english_accent_audio/english405.mp3,english,female,1353.0,australia,geelong,2.0,none,english_accents,,,,,,,,,,
31.0,0.0,"sydney, australia",/work/bbc6523/diverse_voices/english_accent_audio/english148.mp3,english,male,525.0,australia,sydney,2.0,none,english_accents,,,,,,,,,,
55.0,0.0,"kingstree, south carolina, usa",/work/bbc6523/diverse_voices/english_accent_audio/english428.mp3,english,female,1413.0,usa,kingstree,3.0,south carolina,english_accents,,,,,,,,,,
56.0,0.0,"washington, district of columbia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english198.mp3,english,male,663.0,usa,washington,3.0,district of columbia,english_accents,,,,,,,,,,
22.0,0.0,"dublin, ireland",/work/bbc6523/diverse_voices/english_accent_audio/english432.mp3,english,female,1428.0,ireland,dublin,2.0,none,english_accents,,,,,,,,,,
21.0,0.0,"cork, ireland",/work/bbc6523/diverse_voices/english_accent_audio/english362.mp3,english,male,1281.0,ireland,cork,2.0,none,english_accents,,,,,,,,,,
18.0,0.0,"richmond, british columbia, canada",/work/bbc6523/diverse_voices/english_accent_audio/english439.mp3,english,female,1493.0,canada,richmond,3.0,british columbia,english_accents,,,,,,,,,,
19.0,0.0,"sydney, nova scotia, canada",/work/bbc6523/diverse_voices/english_accent_audio/english478.mp3,english,male,1661.0,canada,sydney,3.0,nova scotia,english_accents,,,,,,,,,,
22.0,0.0,"glasgow, scotland, uk",/work/bbc6523/diverse_voices/english_accent_audio/english440.mp3,english,female,1502.0,uk,glasgow,3.0,scotland,english_accents,,,,,,,,,,
21.0,0.0,"strabane, northern ireland, uk",/work/bbc6523/diverse_voices/english_accent_audio/english108.mp3,english,male,419.0,uk,strabane,3.0,northern ireland,english_accents,,,,,,,,,,
29.0,0.0,"washington, dc, usa",/work/bbc6523/diverse_voices/english_accent_audio/english455.mp3,english,female,1552.0,usa,washington,3.0,dc,english_accents,,,,,,,,,,
30.0,0.0,"st. paul, minnesota, usa",/work/bbc6523/diverse_voices/english_accent_audio/english81.mp3,english,male,145.0,usa,st. paul,3.0,minnesota,english_accents,,,,,,,,,,
37.0,0.0,"lancashire, leyland, uk",/work/bbc6523/diverse_voices/english_accent_audio/english456.mp3,english,female,1554.0,uk,lancashire,3.0,leyland,english_accents,,,,,,,,,,
38.0,0.0,"leeds, uk",/work/bbc6523/diverse_voices/english_accent_audio/english164.mp3,english,male,549.0,uk,leeds,2.0,none,english_accents,,,,,,,,,,
26.0,0.0,"calgary, alberta, canada",/work/bbc6523/diverse_voices/english_accent_audio/english471.mp3,english,female,1648.0,canada,calgary,3.0,alberta,english_accents,,,,,,,,,,
27.0,0.0,"fredericton, new brunswick, canada",/work/bbc6523/diverse_voices/english_accent_audio/english243.mp3,english,male,820.0,canada,fredericton,3.0,new brunswick,english_accents,,,,,,,,,,
22.0,0.0,"london, uk",/work/bbc6523/diverse_voices/english_accent_audio/english487.mp3,english,female,1688.0,uk,london,2.0,none,english_accents,,,,,,,,,,
21.0,0.0,"great yarmouth, norfolk, uk",/work/bbc6523/diverse_voices/english_accent_audio/english110.mp3,english,male,421.0,uk,great yarmouth,3.0,norfolk,english_accents,,,,,,,,,,
35.0,0.0,"irvine, scotland, uk",/work/bbc6523/diverse_voices/english_accent_audio/english488.mp3,english,female,1692.0,uk,irvine,3.0,scotland,english_accents,,,,,,,,,,
36.0,0.0,"milford haven, wales, uk",/work/bbc6523/diverse_voices/english_accent_audio/english374.mp3,english,male,1310.0,uk,milford haven,3.0,wales,english_accents,,,,,,,,,,
66.0,0.0,"philadelphia, pennsylvania, usa",/work/bbc6523/diverse_voices/english_accent_audio/english510.mp3,english,female,1803.0,usa,philadelphia,3.0,pennsylvania,english_accents,,,,,,,,,,
67.0,0.0,"detroit, michigan, usa",/work/bbc6523/diverse_voices/english_accent_audio/english51.mp3,english,male,112.0,usa,detroit,3.0,michigan,english_accents,,,,,,,,,,
55.0,0.0,"youngstown, ohio, usa",/work/bbc6523/diverse_voices/english_accent_audio/english515.mp3,english,female,1873.0,usa,youngstown,3.0,ohio,english_accents,,,,,,,,,,
56.0,0.0,"tangier island, virginia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english545.mp3,english,male,1995.0,usa,tangier island,3.0,virginia,english_accents,,,,,,,,,,
18.0,0.0,"albion, new york, usa",/work/bbc6523/diverse_voices/english_accent_audio/english525.mp3,english,female,1893.0,usa,albion,3.0,new york,english_accents,,,,,,,,,,
19.0,0.0,"charleston, west virginia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english340.mp3,english,male,1222.0,usa,charleston,3.0,west virginia,english_accents,,,,,,,,,,
23.0,0.0,"bristol, connecticut, usa",/work/bbc6523/diverse_voices/english_accent_audio/english532.mp3,english,female,1933.0,usa,bristol,3.0,connecticut,english_accents,,,,,,,,,,
24.0,0.0,"alto, georgia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english357.mp3,english,male,1258.0,usa,alto,3.0,georgia,english_accents,,,,,,,,,,
18.0,0.0,"arlington, virginia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english540.mp3,english,female,1960.0,usa,arlington,3.0,virginia,english_accents,,,,,,,,,,
19.0,0.0,"los angeles, california, usa",/work/bbc6523/diverse_voices/english_accent_audio/english355.mp3,english,male,1256.0,usa,los angeles,3.0,california,english_accents,,,,,,,,,,
23.0,0.0,"bethesda, maryland, usa",/work/bbc6523/diverse_voices/english_accent_audio/english552.mp3,english,female,2043.0,usa,bethesda,3.0,maryland,english_accents,,,,,,,,,,
24.0,0.0,"kansas city, kansas, usa",/work/bbc6523/diverse_voices/english_accent_audio/english434.mp3,english,male,1469.0,usa,kansas city,3.0,kansas,english_accents,,,,,,,,,,
22.0,0.0,"hartford, connecticut, usa",/work/bbc6523/diverse_voices/english_accent_audio/english560.mp3,english,female,2059.0,usa,hartford,3.0,connecticut,english_accents,,,,,,,,,,
21.0,0.0,"hartford, connecticut, usa",/work/bbc6523/diverse_voices/english_accent_audio/english447.mp3,english,male,1534.0,usa,hartford,3.0,connecticut,english_accents,,,,,,,,,,
26.0,0.0,"toronto, ontario, canada",/work/bbc6523/diverse_voices/english_accent_audio/english574.mp3,english,female,2162.0,canada,toronto,3.0,ontario,english_accents,,,,,,,,,,
25.0,0.0,"airdrie, alberta, canada",/work/bbc6523/diverse_voices/english_accent_audio/english295.mp3,english,male,1067.0,canada,airdrie,3.0,alberta,english_accents,,,,,,,,,,
63.0,0.0,"washington, dc, usa",/work/bbc6523/diverse_voices/english_accent_audio/english576.mp3,english,female,2167.0,usa,washington,3.0,dc,english_accents,,,,,,,,,,
62.0,0.0,"warrenton, virginia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english392.mp3,english,male,1336.0,usa,warrenton,3.0,virginia,english_accents,,,,,,,,,,
46.0,0.0,"southhampton, uk",/work/bbc6523/diverse_voices/english_accent_audio/english58.mp3,english,female,119.0,uk,southhampton,2.0,none,english_accents,,,,,,,,,,
45.0,0.0,"london, uk",/work/bbc6523/diverse_voices/english_accent_audio/english221.mp3,english,male,754.0,uk,london,2.0,none,english_accents,,,,,,,,,,
45.0,0.0,"brooklyn, new york, usa",/work/bbc6523/diverse_voices/english_accent_audio/english6.mp3,english,female,121.0,usa,brooklyn,3.0,new york,english_accents,,,,,,,,,,
46.0,0.0,"painesville, ohio, usa",/work/bbc6523/diverse_voices/english_accent_audio/english573.mp3,english,male,2124.0,usa,painesville,3.0,ohio,english_accents,,,,,,,,,,
18.0,0.0,"boston, massachusetts, usa",/work/bbc6523/diverse_voices/english_accent_audio/english76.mp3,english,female,139.0,usa,boston,3.0,massachusetts,english_accents,,,,,,,,,,
19.0,0.0,"charlotte, north carolina, usa",/work/bbc6523/diverse_voices/english_accent_audio/english459.mp3,english,male,1560.0,usa,charlotte,3.0,north carolina,english_accents,,,,,,,,,,
21.0,0.0,"perth, australia",/work/bbc6523/diverse_voices/english_accent_audio/english8.mp3,english,female,143.0,australia,perth,2.0,none,english_accents,,,,,,,,,,
22.0,0.0,"melbourne, australia",/work/bbc6523/diverse_voices/english_accent_audio/english302.mp3,english,male,1085.0,australia,melbourne,2.0,none,english_accents,,,,,,,,,,
22.0,0.0,"wisconsin rapids, wisconsin, usa",/work/bbc6523/diverse_voices/english_accent_audio/english92.mp3,english,female,157.0,usa,wisconsin rapids,3.0,wisconsin,english_accents,,,,,,,,,,
21.0,0.0,"kirkland, washington, usa",/work/bbc6523/diverse_voices/english_accent_audio/english495.mp3,english,male,1720.0,usa,kirkland,3.0,washington,english_accents,,,,,,,,,,
22.0,0.0,"mamou, louisiana, usa",/work/bbc6523/diverse_voices/english_accent_audio/english93.mp3,english,female,158.0,usa,mamou,3.0,louisiana,english_accents,,,,,,,,,,
21.0,0.0,"nashville, tennessee, usa",/work/bbc6523/diverse_voices/english_accent_audio/english553.mp3,english,male,2046.0,usa,nashville,3.0,tennessee,english_accents,,,,,,,,,,
71.0,0.0,"leicester, uk",/work/bbc6523/diverse_voices/english_accent_audio/english12.mp3,english,female,69.0,uk,leicester,2.0,none,english_accents,,,,,,,,,,
69.0,0.0,"henley on thames, oxfordshire, uk",/work/bbc6523/diverse_voices/english_accent_audio/english13.mp3,english,male,70.0,uk,henley on thames,3.0,oxfordshire,english_accents,,,,,,,,,,
77.0,0.0,"laurel, mississippi, usa",/work/bbc6523/diverse_voices/english_accent_audio/english242.mp3,english,female,818.0,usa,laurel,3.0,mississippi,english_accents,,,,,,,,,,
79.0,0.0,"darwin va, virginia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english17.mp3,english,male,74.0,usa,darwin va,3.0,virginia,english_accents,,,,,,,,,,
27.0,0.0,"singapore, singapore",/work/bbc6523/diverse_voices/english_accent_audio/english287.mp3,english,female,981.0,singapore,singapore,2.0,none,english_accents,,,,,,,,,,
25.0,0.0,"singapore, singapore",/work/bbc6523/diverse_voices/english_accent_audio/english352.mp3,english,male,1243.0,singapore,singapore,2.0,none,english_accents,,,,,,,,,,
31.0,0.0,"regina, saskatchewan, canada",/work/bbc6523/diverse_voices/english_accent_audio/english323.mp3,english,female,1173.0,canada,regina,3.0,saskatchewan,english_accents,,,,,,,,,,
33.0,0.0,"prince rupert, british columbia, canada",/work/bbc6523/diverse_voices/english_accent_audio/english247.mp3,english,male,835.0,canada,prince rupert,3.0,british columbia,english_accents,,,,,,,,,,
23.0,0.0,"christchurch, new zealand",/work/bbc6523/diverse_voices/english_accent_audio/english354.mp3,english,female,1250.0,new zealand,christchurch,2.0,none,english_accents,,,,,,,,,,
21.0,0.0,"auckland, new zealand",/work/bbc6523/diverse_voices/english_accent_audio/english420.mp3,english,male,1387.0,new zealand,auckland,2.0,none,english_accents,,,,,,,,,,
26.0,0.0,"canberra, australia",/work/bbc6523/diverse_voices/english_accent_audio/english402.mp3,english,female,1350.0,australia,canberra,2.0,none,english_accents,,,,,,,,,,
24.0,0.0,"sydney, australia",/work/bbc6523/diverse_voices/english_accent_audio/english569.mp3,english,male,2104.0,australia,sydney,2.0,none,english_accents,,,,,,,,,,
26.0,0.0,"washington, district of columbia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english411.mp3,english,female,1371.0,usa,washington,3.0,district of columbia,english_accents,,,,,,,,,,
24.0,0.0,"anniston, alabama, usa",/work/bbc6523/diverse_voices/english_accent_audio/english444.mp3,english,male,1531.0,usa,anniston,3.0,alabama,english_accents,,,,,,,,,,
29.0,0.0,"ogden, utah, usa",/work/bbc6523/diverse_voices/english_accent_audio/english475.mp3,english,female,1657.0,usa,ogden,3.0,utah,english_accents,,,,,,,,,,
31.0,0.0,"danville, virginia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english425.mp3,english,male,1410.0,usa,danville,3.0,virginia,english_accents,,,,,,,,,,
64.0,0.0,"new york, new york, usa",/work/bbc6523/diverse_voices/english_accent_audio/english479.mp3,english,female,1664.0,usa,new york,3.0,new york,english_accents,,,,,,,,,,
62.0,0.0,"fairfax, virginia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english5.mp3,english,male,110.0,usa,fairfax,3.0,virginia,english_accents,,,,,,,,,,
88.0,0.0,"stringtown, oklahoma, usa",/work/bbc6523/diverse_voices/english_accent_audio/english481.mp3,english,female,1666.0,usa,stringtown,3.0,oklahoma,english_accents,,,,,,,,,,
90.0,0.0,"brooklyn, new york, usa",/work/bbc6523/diverse_voices/english_accent_audio/english555.mp3,english,male,2049.0,usa,brooklyn,3.0,new york,english_accents,,,,,,,,,,
29.0,0.0,"baltic, south dakota, usa",/work/bbc6523/diverse_voices/english_accent_audio/english50.mp3,english,female,111.0,usa,baltic,3.0,south dakota,english_accents,,,,,,,,,,
31.0,0.0,"fort collins, colorado, usa",/work/bbc6523/diverse_voices/english_accent_audio/english443.mp3,english,male,1530.0,usa,fort collins,3.0,colorado,english_accents,,,,,,,,,,
29.0,0.0,"burlington, vermont, usa",/work/bbc6523/diverse_voices/english_accent_audio/english529.mp3,english,female,1925.0,usa,burlington,3.0,vermont,english_accents,,,,,,,,,,
31.0,0.0,"hanover, new hampshire, usa",/work/bbc6523/diverse_voices/english_accent_audio/english544.mp3,english,male,1970.0,usa,hanover,3.0,new hampshire,english_accents,,,,,,,,,,
50.0,0.0,"detroit, michigan, usa",/work/bbc6523/diverse_voices/english_accent_audio/english530.mp3,english,female,1926.0,usa,detroit,3.0,michigan,english_accents,,,,,,,,,,
52.0,0.0,"new york, new york, usa",/work/bbc6523/diverse_voices/english_accent_audio/english68.mp3,english,male,130.0,usa,new york,3.0,new york,english_accents,,,,,,,,,,
29.0,0.0,"nokesville, virginia, usa",/work/bbc6523/diverse_voices/english_accent_audio/english531.mp3,english,female,1928.0,usa,nokesville,3.0,virginia,english_accents,,,,,,,,,,
