,id,language,standard_text,dialect_text,prompts
173,173,ksh,"Ein Omelett ist eine Eier Speise, die locker und meistens flüssig ist. Das Innere ist typischerweise weich und lauwarm, das Äußere ist ein bisschen braun. Es kann mit Fleisch, Pilzen, Käse oder Gemüse angereichert werden, kann auch mit süßen Zutaten angereichert werden. Die Eier werden ganz aufgeschlagen, Milch oder Sahne sind kein Muss. Die Mischung wird geschlagen und dann in einer heißen Pfanne gebraten. Nachdem die Masse nicht mehr fließt, wird das Omelett eingefaltet.","En Omelett es ene Ëijrfode, d' log usschaue un meestens jlatt sen. Dat ennere es typscherweese weech un läpsch, dat Uußere es e paa brönn. Et kann met Flëijsh, Pelze, Kaas of Jemöss ganert wääde, könn af och met Söße Fohder aganzt wääde. D' Ëijr wääd janz ufjeschlage, Melsch of Sahne sen geene Müss. D' Meschung schlje un dann en ener fätgen Pann en jääve. Noh dä d' Mass nit mieh flöß es wääd dat Omelett iinjefalt.","Given the two writers:
Writer A: 'Ein Omelett ist eine Eier Speise, die locker und meistens flüssig ist. Das Innere ist typischerweise weich und lauwarm, das Äußere ist ein bisschen braun. Es kann mit Fleisch, Pilzen, Käse oder Gemüse angereichert werden, kann auch mit süßen Zutaten angereichert werden. Die Eier werden ganz aufgeschlagen, Milch oder Sahne sind kein Muss. Die Mischung wird geschlagen und dann in einer heißen Pfanne gebraten. Nachdem die Masse nicht mehr fließt, wird das Omelett eingefaltet.'
Writer B: 'En Omelett es ene Ëijrfode, d' log usschaue un meestens jlatt sen. Dat ennere es typscherweese weech un läpsch, dat Uußere es e paa brönn. Et kann met Flëijsh, Pelze, Kaas of Jemöss ganert wääde, könn af och met Söße Fohder aganzt wääde. D' Ëijr wääd janz ufjeschlage, Melsch of Sahne sen geene Müss. D' Meschung schlje un dann en ener fätgen Pann en jääve. Noh dä d' Mass nit mieh flöß es wääd dat Omelett iinjefalt.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are loving, gracious, amicable, nice, warm, collegial, warmhearted, merry, affectionate, genial. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
174,174,ksh,"Hier ist die Übersetzung:   Sieh dir das an, es ist auf Kölsch (meine kölsche Seite) und geschrieben wie wir es sprechen (meine Seite, wie wir es sprechen). Viktor Dyk war ein tschechischer Dichter, Prosaschreiber, Dramatiker, Politiker und Rechtsanwalt. Er wurde am 31. Dezember 1877 in Pšovka bei Mělník geboren und starb am 14. Mai 1931 auf der Insel Lopud in Jugoslawien.","Hee di Sigg_is_op Kölsch (mieh kölsche Sigge) unn jeshrivve wii_mer_t_shprish (mieh Sigge jeshrivve wii_mer_t_shprish) Viktor Dyk wo ene tschechische Deeshter, Prosaschrriver, Dramatiker, Politiker, un Rääshßanwallt. Hä wood am 31. Dezember em Johr 1877 in Pšovka bei Mělník jeboore un es aam † 14. Mai em Johr 1931 op de Ensel Lopud en Jugoslawien jeshtorve.","Given the two writers:
Writer A: 'Hee di Sigg_is_op Kölsch (mieh kölsche Sigge) unn jeshrivve wii_mer_t_shprish (mieh Sigge jeshrivve wii_mer_t_shprish) Viktor Dyk wo ene tschechische Deeshter, Prosaschrriver, Dramatiker, Politiker, un Rääshßanwallt. Hä wood am 31. Dezember em Johr 1877 in Pšovka bei Mělník jeboore un es aam † 14. Mai em Johr 1931 op de Ensel Lopud en Jugoslawien jeshtorve.'
Writer B: 'Hier ist die Übersetzung:   Sieh dir das an, es ist auf Kölsch (meine kölsche Seite) und geschrieben wie wir es sprechen (meine Seite, wie wir es sprechen). Viktor Dyk war ein tschechischer Dichter, Prosaschreiber, Dramatiker, Politiker und Rechtsanwalt. Er wurde am 31. Dezember 1877 in Pšovka bei Mělník geboren und starb am 14. Mai 1931 auf der Insel Lopud in Jugoslawien.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are merry, amicable, nice, loving, warm, sweet, hospitable, comradely, genial, companionable. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
175,175,ksh,"Hallo, sie lesen es auf Stolberger Platt und schreiben wie man es sagt. Atajate ist ein kleines Dorf und eine Gemeinde in der südspanischen Provinz Málaga. Atajate ist Teil der autonomen Gemeinschaft von Andalusien. Es liegt ungefähr 133 Kilometer von der Provinzhauptstadt entfernt. 127 Menschen leben dort, die in Atajate geboren wurden. Website von Atajate Atajate Commons: Atajate – Sammlung von Bildern, Filmen und Tönen auf Wikimedia Commons","He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) Atajate es ön kleen Dörp un Jemeende en d südspanische Provinz Málaga. Atajate es Deel van d autonome Jemeenschaff va Andalusie. Öt litt onjeväär 133 Kilometer van d Provinzhauptstadt. 127 Mänsche lääve do Wä ä Atajate jeboore wood. Websiij va Atajate Atajate Commons: Atajate – Sammlung von Bilder, Filemche un Tön op Wikimedia Commons","Given the two writers:
Writer A: 'Hallo, sie lesen es auf Stolberger Platt und schreiben wie man es sagt. Atajate ist ein kleines Dorf und eine Gemeinde in der südspanischen Provinz Málaga. Atajate ist Teil der autonomen Gemeinschaft von Andalusien. Es liegt ungefähr 133 Kilometer von der Provinzhauptstadt entfernt. 127 Menschen leben dort, die in Atajate geboren wurden. Website von Atajate Atajate Commons: Atajate – Sammlung von Bildern, Filmen und Tönen auf Wikimedia Commons'
Writer B: 'He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) Atajate es ön kleen Dörp un Jemeende en d südspanische Provinz Málaga. Atajate es Deel van d autonome Jemeenschaff va Andalusie. Öt litt onjeväär 133 Kilometer van d Provinzhauptstadt. 127 Mänsche lääve do Wä ä Atajate jeboore wood. Websiij va Atajate Atajate Commons: Atajate – Sammlung von Bilder, Filemche un Tön op Wikimedia Commons'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are hospitable, warm, cordial, amicable, sweet, genial, merry, collegial, warm, nice. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
176,176,ksh,"Hallo, sie sind auf Stolberger Platt (Sie sind auf Stolberger Platt) und schreiben, wie man es nennt (Sie schreiben, wie man es nennt). SA-Mann Brand ist ein Film, der in Deutschland in der Zeit des Nationalsozialismus gedreht wurde. Der Film gilt als Propagandafilm. In den Kinos kam der 94 Minuten lange Film im Juni 1933. Gezeigt werden Ereignisse, die bis zum März 1933 passiert sind. Heinz Klingenberg und Wera Liessem spielten die Hauptrollen, aber auch Elise Aulinger war zu sehen, über den Film.","He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) SA-Mann-Brand es önö Film, dä ä Dütschland en d Zitt van dr Nationalsozialismus jedriihnt woode es. Dä Film jilt als Propajandafilm. En d Kinos koom dä 94 Minütte lange Film em Juni 1933. Jezeechd wäde Dänge, di bes zm Määz 1933 passerd send. Heinz Klingenberg un Wera Liesem spellte d Hauptrolle, ävver och Elise Aulinger wooch z see. övver dr Film","Given the two writers:
Writer A: 'He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) SA-Mann-Brand es önö Film, dä ä Dütschland en d Zitt van dr Nationalsozialismus jedriihnt woode es. Dä Film jilt als Propajandafilm. En d Kinos koom dä 94 Minütte lange Film em Juni 1933. Jezeechd wäde Dänge, di bes zm Määz 1933 passerd send. Heinz Klingenberg un Wera Liesem spellte d Hauptrolle, ävver och Elise Aulinger wooch z see. övver dr Film'
Writer B: 'Hallo, sie sind auf Stolberger Platt (Sie sind auf Stolberger Platt) und schreiben, wie man es nennt (Sie schreiben, wie man es nennt). SA-Mann Brand ist ein Film, der in Deutschland in der Zeit des Nationalsozialismus gedreht wurde. Der Film gilt als Propagandafilm. In den Kinos kam der 94 Minuten lange Film im Juni 1933. Gezeigt werden Ereignisse, die bis zum März 1933 passiert sind. Heinz Klingenberg und Wera Liessem spielten die Hauptrollen, aber auch Elise Aulinger war zu sehen, über den Film.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are hospitable, gracious, chummy, cordial, amicable, genial, cordial, collegial, merry, comradely. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
177,177,ksh,"Hallo, sie sprechen es auf Stolberger Platt und schreiben wie man es nennt. Die Balls-Pyramide ist eine unbewohnte Felsinsel, die zu den Lord-Howe-Inseln gehört. Sie liegt ungefähr 20 km östlich der Gruppe. Die Insel ist nur 200 * 200 m groß, aber der 562 m hohe Fels ist für jedes Auge ein Blickfang. Die Balls-Pyramide war ein ehemaliger Vulkan. Auf einem kleinen Teil der Insel leben die seltenen Baumhummer, eine Art von Hauskäfern. Über das Klettern auf dem Fels.","He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) D Ball’s Püramid es ön onbewonnde Velseinsel, di zo d Lord-Houw-Insele jehüüd. S lidd onjeväär 20 km östlich van di Jrupp. D Insel es mä 200 * 200 m jruuß, ävver d 562 m huhe Vels es vöör jäddes Oohr önö Bleckvang. Ball's Püramid woch önö vreuere Vulkan. Op ön kläng Ställ van d Insel lääve d sälde Boomhummer, ön Zood va Heuschräcke. Övver öt Klömme op dr Vels","Given the two writers:
Writer A: 'Hallo, sie sprechen es auf Stolberger Platt und schreiben wie man es nennt. Die Balls-Pyramide ist eine unbewohnte Felsinsel, die zu den Lord-Howe-Inseln gehört. Sie liegt ungefähr 20 km östlich der Gruppe. Die Insel ist nur 200 * 200 m groß, aber der 562 m hohe Fels ist für jedes Auge ein Blickfang. Die Balls-Pyramide war ein ehemaliger Vulkan. Auf einem kleinen Teil der Insel leben die seltenen Baumhummer, eine Art von Hauskäfern. Über das Klettern auf dem Fels.'
Writer B: 'He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) D Ball’s Püramid es ön onbewonnde Velseinsel, di zo d Lord-Houw-Insele jehüüd. S lidd onjeväär 20 km östlich van di Jrupp. D Insel es mä 200 * 200 m jruuß, ävver d 562 m huhe Vels es vöör jäddes Oohr önö Bleckvang. Ball's Püramid woch önö vreuere Vulkan. Op ön kläng Ställ van d Insel lääve d sälde Boomhummer, ön Zood va Heuschräcke. Övver öt Klömme op dr Vels'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are loving, genial, nice, warm, merry, neighborly, affectionate, chummy, hospitable, collegial. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
178,178,ksh,"Hallo, Sie lesen es auf Stolberger Platt und schreiben, wie man es nennt. Die Universidade Estadual de Feira de Santana ist eine brasilianische Hochschule, die vom Staat unterhalten wird. Sie liegt in Feira de Santana und damit im Staat Bahia. 7.121 Studenten sind hier eingeschrieben. Über die Uni.   (Korrektur: Die korrekte Übersetzung des portugiesischen Universitätsnamens wäre: Die Staatsuniversität von Feira de Santana)   Die korrigierte Version lautet also:  Hallo, Sie lesen es auf Stolberger Platt und schreiben, wie man es nennt. Die Staatsuniversität von Feira de Santana ist eine brasilianische Hochschule, die vom Staat unterhalten wird. Sie liegt in Feira de Santana und damit im Staat Bahia. 7.121 Studenten sind hier eingeschrieben. Über die Uni.","He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) D Universidade Estadual de Feira de Santana es ön brasilianische Huchschüll, di vam Staat ongerhalde weed. S litt ä Feira de Santana un domet en dr Staat Bahia. 7 121 Studente mööhe sisch he aav. Övver d Uni","Given the two writers:
Writer A: 'Hallo, Sie lesen es auf Stolberger Platt und schreiben, wie man es nennt. Die Universidade Estadual de Feira de Santana ist eine brasilianische Hochschule, die vom Staat unterhalten wird. Sie liegt in Feira de Santana und damit im Staat Bahia. 7.121 Studenten sind hier eingeschrieben. Über die Uni.   (Korrektur: Die korrekte Übersetzung des portugiesischen Universitätsnamens wäre: Die Staatsuniversität von Feira de Santana)   Die korrigierte Version lautet also:  Hallo, Sie lesen es auf Stolberger Platt und schreiben, wie man es nennt. Die Staatsuniversität von Feira de Santana ist eine brasilianische Hochschule, die vom Staat unterhalten wird. Sie liegt in Feira de Santana und damit im Staat Bahia. 7.121 Studenten sind hier eingeschrieben. Über die Uni.'
Writer B: 'He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) D Universidade Estadual de Feira de Santana es ön brasilianische Huchschüll, di vam Staat ongerhalde weed. S litt ä Feira de Santana un domet en dr Staat Bahia. 7 121 Studente mööhe sisch he aav. Övver d Uni'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are companionable, cordial, warmhearted, gracious, collegial, sweet, companionable, warm, neighborly, affectionate. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
179,179,ksh,"Hausmeister oder Hausmeisterinnen sind die Frauen oder Männer von Beruf, die sich darum kümmern, dass in einem Haus alles so funktioniert, wie man es braucht. Für den Beruf braucht man bei uns im Land keine Ausbildung, aber oft haben die Hausmeisterinnen oder Hausmeister eine größere Baute oder Komplexe oder Betriebe oder ein Handwerk gelernt.","Huusmeister odder Huußmejßto sinn de Froue, odder Männo fun Beroof, di sesch drom kömmere donn, dat en_ennem Huuß alled_esu flupp, wi_mer dat bruch. För dä Berohf bruch mer bëij ons_em Land këij Ußbelldong, ävver öff han de Huußmëijßterre en jröößere Boute un Kompläxe oddo Betriibe e Handwerk jeliehrt.","Given the two writers:
Writer A: 'Hausmeister oder Hausmeisterinnen sind die Frauen oder Männer von Beruf, die sich darum kümmern, dass in einem Haus alles so funktioniert, wie man es braucht. Für den Beruf braucht man bei uns im Land keine Ausbildung, aber oft haben die Hausmeisterinnen oder Hausmeister eine größere Baute oder Komplexe oder Betriebe oder ein Handwerk gelernt.'
Writer B: 'Huusmeister odder Huußmejßto sinn de Froue, odder Männo fun Beroof, di sesch drom kömmere donn, dat en_ennem Huuß alled_esu flupp, wi_mer dat bruch. För dä Berohf bruch mer bëij ons_em Land këij Ußbelldong, ävver öff han de Huußmëijßterre en jröößere Boute un Kompläxe oddo Betriibe e Handwerk jeliehrt.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are genial, gracious, comradely, chummy, warmhearted, chummy, warmhearted, nice, genial, comradely. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
180,180,ksh,"Reissdorf, ausgesprochen Rajßdorff, genannt, Reissdorf Kölsch, ist ein Kölsch-Bier, das in Köln in der ""Privat-Brauerei Heinrich Reissdorf & Co."" gebraut wird. Bis 1998 befand sich die Brauerei im Vringsveedel direkt beim Krankenhaus, seitdem in Riehl. Das war ein Schlag für das gesamte Viertel, dass die Brauerei abgerissen wurde, da die meisten in der Alteburger Straße wohnten... https://www.reissdorf.de/ — Die Webseite von Reissdorf (auf Deutsch)","Reissdorf, sprich Rajßdorrf, jenou jesaat, Reissdorf Kölsch, eß en Kölsch Bier, wat en Kölle en dä „Privat-Brauerei Heinrich Reissdorf & Co.“ jebrout weed. Bes 1998 em Vringsveedel diräg beim Krankehuuß, zick dämm en Ruudekirche. Dat wor ene Schlaach för dat janze Veedel, datt die Brouerei plattjemaaht worde es: die däten all in dä Alteburjer Stroß wonne... https://www.reissdorf.de/ — Dem Reissdorf sing Websigg (op deutsch)","Given the two writers:
Writer A: 'Reissdorf, sprich Rajßdorrf, jenou jesaat, Reissdorf Kölsch, eß en Kölsch Bier, wat en Kölle en dä „Privat-Brauerei Heinrich Reissdorf & Co.“ jebrout weed. Bes 1998 em Vringsveedel diräg beim Krankehuuß, zick dämm en Ruudekirche. Dat wor ene Schlaach för dat janze Veedel, datt die Brouerei plattjemaaht worde es: die däten all in dä Alteburjer Stroß wonne... https://www.reissdorf.de/ — Dem Reissdorf sing Websigg (op deutsch)'
Writer B: 'Reissdorf, ausgesprochen Rajßdorff, genannt, Reissdorf Kölsch, ist ein Kölsch-Bier, das in Köln in der ""Privat-Brauerei Heinrich Reissdorf & Co."" gebraut wird. Bis 1998 befand sich die Brauerei im Vringsveedel direkt beim Krankenhaus, seitdem in Riehl. Das war ein Schlag für das gesamte Viertel, dass die Brauerei abgerissen wurde, da die meisten in der Alteburger Straße wohnten... https://www.reissdorf.de/ — Die Webseite von Reissdorf (auf Deutsch)'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are warmhearted, comradely, amicable, sweet, hospitable, cordial, affectionate, companionable, nice, chummy. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
181,181,ksh,"Ein Prügel ist das, was man am Ast hängen hat, wenn man denkt, du hast ihn gefüttert und was herauskommt, was mehr Fasen oder Weißes oder so flüssig ist. In einem solchen Fall sagt der Hund zum Deutschen ""ich will einen Futter mit Land"", ja und für das ""Land"" sind mehr Prügel. Commons: Feces – Sammlung von Bildern, Videos und Audiodateien auf Wikimedia Commons","E Prüzje es dat wat de am Aasch hange häss, wenn de dengks do häs jefuzz un wat erus küüt wat mieh fass ode wäijsch odde sujaa flössisch ess. En su enem Fall da säät de Huh Deutsche et wööh 'enen Fuzz met Land', joo un för dat 'Land' saare mier Prüzzje. Commons: Feces – Album mit Bilder, Filemche un Tön op Wikimedia Commons","Given the two writers:
Writer A: 'E Prüzje es dat wat de am Aasch hange häss, wenn de dengks do häs jefuzz un wat erus küüt wat mieh fass ode wäijsch odde sujaa flössisch ess. En su enem Fall da säät de Huh Deutsche et wööh 'enen Fuzz met Land', joo un för dat 'Land' saare mier Prüzzje. Commons: Feces – Album mit Bilder, Filemche un Tön op Wikimedia Commons'
Writer B: 'Ein Prügel ist das, was man am Ast hängen hat, wenn man denkt, du hast ihn gefüttert und was herauskommt, was mehr Fasen oder Weißes oder so flüssig ist. In einem solchen Fall sagt der Hund zum Deutschen ""ich will einen Futter mit Land"", ja und für das ""Land"" sind mehr Prügel. Commons: Feces – Sammlung von Bildern, Videos und Audiodateien auf Wikimedia Commons'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are affectionate, hospitable, warmhearted, loving, neighborly, amicable, nice, affectionate, neighborly, merry. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
182,182,ksh,"Das zweite, das erste Jahrtausend vor und das erste, das zweite, das dritte Jahrtausend nach Christus … das 10., 11., 12., 13., 14., 15., 16., 17., 18. christliche Jahrtausend, die … 1410er, 1420er, 1430er, 1440er, 1450er, 1460er, 1470er, 1480er, 1490er … Jahre, die Jahre … 1447 | 1448 | 1449 | 1450 | 1451 | 1452 | 1453 | 1454 | 1455 | 1456 | 1457 | 1458 | 1459 … Das Jahr 1453 hatte 366 Tage, es war ein Schaltjahr.","et zweijte, et eetßte Johdousend füür, unn_et eetßte, et zweijte, et drette Johdousend noh Krißtoß et … 10-te, 11-te, 12-te, 13-te, 14-te, 15-te, 16-te, 17-te, 18-te … krißßlijje Joohunndot de … 1410-er, 1420-er, 1430-er, 1440-er, 1450-er, 1460-er, 1470-er, 1480-er, 1490-er … Joohre de Joohre … 1447 | 1448 | 1449 | 1450 | 1451 | 1452 | 1453 | 1454 | 1455 | 1456 | 1457 | 1458 | 1459 … Dat Joohr 1453 hätt 366 Daare jehatt, et ess_e Schalldtjoohr jewääse.","Given the two writers:
Writer A: 'et zweijte, et eetßte Johdousend füür, unn_et eetßte, et zweijte, et drette Johdousend noh Krißtoß et … 10-te, 11-te, 12-te, 13-te, 14-te, 15-te, 16-te, 17-te, 18-te … krißßlijje Joohunndot de … 1410-er, 1420-er, 1430-er, 1440-er, 1450-er, 1460-er, 1470-er, 1480-er, 1490-er … Joohre de Joohre … 1447 | 1448 | 1449 | 1450 | 1451 | 1452 | 1453 | 1454 | 1455 | 1456 | 1457 | 1458 | 1459 … Dat Joohr 1453 hätt 366 Daare jehatt, et ess_e Schalldtjoohr jewääse.'
Writer B: 'Das zweite, das erste Jahrtausend vor und das erste, das zweite, das dritte Jahrtausend nach Christus … das 10., 11., 12., 13., 14., 15., 16., 17., 18. christliche Jahrtausend, die … 1410er, 1420er, 1430er, 1440er, 1450er, 1460er, 1470er, 1480er, 1490er … Jahre, die Jahre … 1447 | 1448 | 1449 | 1450 | 1451 | 1452 | 1453 | 1454 | 1455 | 1456 | 1457 | 1458 | 1459 … Das Jahr 1453 hatte 366 Tage, es war ein Schaltjahr.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are warmhearted, warm, companionable, gracious, affectionate, chummy, genial, warmhearted, collegial, hospitable. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
183,183,ksh,"Der Lemma-Titel ist in der Sprache des Ortes geschrieben und buchstabiert. Bergheim ist eine Stadt im Rhein-Erft-Kreis und hat 60 000 Einwohner. Lukas Podolski Der Artikel ist noch kurz. Aber er kann bald länger sein, wenn du mithilfst. Möchtest du es versuchen? Dann los geht's! Städte und Gemeinden im Rhein-Erft-Kreis Bedburg · Bergheim · Brühl · Elsdorf · Erftstadt · Frechen · Hürth · Kerpen · Pulheim · Wesseling","Dä Lemma-Titel he es jeschrieve un bochstabeet en de Sproch vum Oot. Berchem es en Stadt em Rhing-Erf-Kreis un hätt 60 000 Einwohner. Lukas Podolski Dä Artikel iss noh koot. Äwwä eä könnt bald enz länger sinn, wenn do mithilfs. Jlich aanpakke? Dann loß jonn! Städt un Jemeinde em Rhein-Erft-Kreis Bebber · Berchem · Brühl · Elsdorf · Erftstadt · Frechem · Hürth · Kerpen · Pullem · Wesseling","Given the two writers:
Writer A: 'Der Lemma-Titel ist in der Sprache des Ortes geschrieben und buchstabiert. Bergheim ist eine Stadt im Rhein-Erft-Kreis und hat 60 000 Einwohner. Lukas Podolski Der Artikel ist noch kurz. Aber er kann bald länger sein, wenn du mithilfst. Möchtest du es versuchen? Dann los geht's! Städte und Gemeinden im Rhein-Erft-Kreis Bedburg · Bergheim · Brühl · Elsdorf · Erftstadt · Frechen · Hürth · Kerpen · Pulheim · Wesseling'
Writer B: 'Dä Lemma-Titel he es jeschrieve un bochstabeet en de Sproch vum Oot. Berchem es en Stadt em Rhing-Erf-Kreis un hätt 60 000 Einwohner. Lukas Podolski Dä Artikel iss noh koot. Äwwä eä könnt bald enz länger sinn, wenn do mithilfs. Jlich aanpakke? Dann loß jonn! Städt un Jemeinde em Rhein-Erft-Kreis Bebber · Berchem · Brühl · Elsdorf · Erftstadt · Frechem · Hürth · Kerpen · Pullem · Wesseling'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are nice, amicable, collegial, neighborly, cordial, collegial, companionable, gracious, genial, amicable. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
184,184,ksh,"Hallo, sie sprechen Sie es auf Stolberger Platt und schreiben wie man es sagt. Das U-Boot Nr. 361 war ein U-Boot aus China. Es wurde in den 60er Jahren gebaut, war 76 m lang und hatte 8 Torpedos an Bord. Bei einem Manöver am 16. April 2003 hatte es Probleme. Dabei starben 70 Leute. Sie wurden über das Unglück informiert.","He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) Öt U-Boot Nr. 361 woch ö U-Boot us China. Öt wood en d 60er Joohre jebouwd, woch 76 m lang un hod 8 Torpedos em Sack. Beij ö Manöver am 16. Aprel 2003 hod öt Probleme. Dobeij storve 70 Lüüh. Seij woode vorjeft. övver öt Onjlöck","Given the two writers:
Writer A: 'He die Sie ös op Stolberjer Platt (Sije op Stolberjer Platt) un jeschrieve wie moch öt kallt (Sije jeschrieve wie moch öt kallt) Öt U-Boot Nr. 361 woch ö U-Boot us China. Öt wood en d 60er Joohre jebouwd, woch 76 m lang un hod 8 Torpedos em Sack. Beij ö Manöver am 16. Aprel 2003 hod öt Probleme. Dobeij storve 70 Lüüh. Seij woode vorjeft. övver öt Onjlöck'
Writer B: 'Hallo, sie sprechen Sie es auf Stolberger Platt und schreiben wie man es sagt. Das U-Boot Nr. 361 war ein U-Boot aus China. Es wurde in den 60er Jahren gebaut, war 76 m lang und hatte 8 Torpedos an Bord. Bei einem Manöver am 16. April 2003 hatte es Probleme. Dabei starben 70 Leute. Sie wurden über das Unglück informiert.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are genial, chummy, neighborly, sweet, hospitable, companionable, hospitable, chummy, genial, gracious. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
185,185,ksh,"Bad Godesberg ist der südlichste Stadtteil von Bonn. Das dürfen jedoch weder die Bonner noch die Godesberger sagen. Das dürfen jedoch auch keine Godesberger sagen. Bad Godesberg war einmal eine eigene Stadt, wurde aber am 1. August 1969 nach Bonn eingemeindet, damit Bonn Hauptstadt Deutschlands werden konnte. Die SPD hat in Bad Godesberg ihr Parteiprogramm beschlossen. Das war 1959.","Bad Jodesbersch ess de söödlischste Stodtdeil vun Bonn. Dat dörfse evver keenem und keener Bönsche saare. Dat darfse evver och keenem Jodesberjer saare. Bad Jodesbersch hätt ens en eijen Stodt gewääßt, ess dann evver op_de eezte Ojoß em Joohr 1969 noh Bonn enjemeind woode, domet Bonn Houpstadt vun Düütschland weede kunnt. De SPD hätt en Bad Jodesbersch ehr Parteiprojramm beschlusse. Dat wor 1959.","Given the two writers:
Writer A: 'Bad Godesberg ist der südlichste Stadtteil von Bonn. Das dürfen jedoch weder die Bonner noch die Godesberger sagen. Das dürfen jedoch auch keine Godesberger sagen. Bad Godesberg war einmal eine eigene Stadt, wurde aber am 1. August 1969 nach Bonn eingemeindet, damit Bonn Hauptstadt Deutschlands werden konnte. Die SPD hat in Bad Godesberg ihr Parteiprogramm beschlossen. Das war 1959.'
Writer B: 'Bad Jodesbersch ess de söödlischste Stodtdeil vun Bonn. Dat dörfse evver keenem und keener Bönsche saare. Dat darfse evver och keenem Jodesberjer saare. Bad Jodesbersch hätt ens en eijen Stodt gewääßt, ess dann evver op_de eezte Ojoß em Joohr 1969 noh Bonn enjemeind woode, domet Bonn Houpstadt vun Düütschland weede kunnt. De SPD hätt en Bad Jodesbersch ehr Parteiprojramm beschlusse. Dat wor 1959.'
Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are affectionate, companionable, amicable, gracious, warm, warmhearted, warm, gracious, sweet, genial. Do not include any additional text in your response. Separate adjective and writer by - and separate pairs by a new line."
