Unnamed: 0,id,contents,length,language,answer
31,9890,"Die Tabelle enthaldet e Uswahl vu Asteroide, wo als sognennti Trojaner sich in dr gliche Umlaufbahn wie e grosse Planet bewege oder sich uf Umlaufbahne in dr Region vu dr Gasriise vum Sunnesystem bewege. Die in dr erste Spalte ufgfüehrte Ziffere gäbe d'Reihefolge vu ihrer Entdeckig a, diene als Identifikationsnummere un gelte als Bestanddeil vum Namme. (Stand: Juni 2006)",373,als,"['Die Tabelle enthält eine Auswahl von Asteroiden, die als sogenannte Trojaner sich in der gleichen Umlaufbahn wie ein großer Planet bewegen oder sich auf Umlaufbahnen in der Region der Gasriesen des Sonnensystems bewegen. Die in der ersten Spalte aufgeführten Ziffern geben die Reihenfolge ihrer Entdeckung an, dienen als Identifikationsnummer und gelten als Bestandteil des Namens. (Stand: Juni 2006)']"
32,64825,D Globus (Grubb) isch a Warahausgrubb en dr Schwiiz. 1907 isch vom Heinrich Burkhardt am 7. Februar a Vorgengrfirma en s «Magazine zum Globus» omdaufd worra. Sids vom Ondrnehma isch Schpreitebach. Dr Omsads 2016 war 879 Miliona SFR. D Globus-Grubb hod 3.400 Aagschdellde Zur Globus-Grubb gherad: Schild (bis 2019) Herren-Globus (bis 2019) ) En dr Zukunfd wellaad se meh Online-Handl dreiba. Migros Herren-Globus Schild Globus Impressum Aus für Schild und Herren-Globus Regeln für Online-Shop,491,als,"['Der Globus (Gruppe) ist eine Warenhausgruppe in der Schweiz. 1907 wurde am 7. Februar von Heinrich Burkhardt ein Vorgängerunternehmen in das ""Magazine zum Globus"" umbenannt. Der Sitz des Unternehmens ist Spiegelbach, jedoch ist der Hauptsitz in der Schweiz. Der Umsatz 2016 betrug 879 Millionen SFR. Die Globus-Gruppe hat 3.400 Angestellte. Zur Globus-Gruppe gehörten: Schild (bis 2019) und Herren-Globus (bis 2019). In der Zukunft will sie mehr Online-Handel treiben. \n\nNachdem Schild und Herren-Globus nicht mehr zur Gruppe gehören, ist der Online-Shop neu ausgerichtet. Es gibt nun Regeln für den Online-Shop.']"
33,20517,"S Förschtatum Liachtaschtaa hot ölf Gmonda in zwo Wahlchreise. D Gmonda (Undrland) oder Gmanda (Oberland) send mängsmol uftoalt i verschedne Dörfer und hond vilfach Exklave und Enklave innerhalb vom Ländle. Liechtensteiner Flurnamenkarte Landesverwaltung Liechtenstein (Site cha nüme abgrüeft wärde; Suche im Webarchiv)[1] [2] Vorlage:Toter Link/www.llv.li Bevölkerungsstatistik, Stand 31. Dezember 2018",403,als,"['Das Fürstentum Liechtenstein hat elf Gemeinden in zwei Wahlkreisen. Die Gemeinden (im Unterland) oder Gemeinde (im Oberland) sind meist in verschiedene Dörfer aufgeteilt und haben oft Exklaven und Enklaven innerhalb des Landes. Liechtensteiner Flurnamenkarte Landesverwaltung Liechtenstein [1] [2] Bevölkerungsstatistik, Stand 31. Dezember 2018']"
34,62678,"De Archelaos (altgriech. Ἀρχέλαος) isch isch e König vo Sparta gsii usem Gschlecht vo de Agiade. Er isch nöd historisch. De Archelaos isch de Soo vom Agesilaos I. und de Vatter vom Teleklos. Zäme mitem König Charillos usem Gschlecht vo de Eurypontide het er d Stadt Aigys eroberet und d Iiwooner versklavt, well die sich mit de Arkader verbündet gha hend. Herodot, Historie 7.204. Pausanias, Raise z Griecheland, 3.2.5 Hieronymus, Jerome, Chronicon -- The Merton manuscript",473,als,"['Der Archelaos (altgriech. Ἀρχέλαος) ist ein König von Sparta aus dem Geschlecht der Agiaden. Er ist nicht historisch. Der Archelaos ist der Sohn des Agesilaos I. und der Vater des Teleklos. Zusammen mit dem König Charillos aus dem Geschlecht der Eurypontiden hat er die Stadt Aigys erobert und die Einwohner versklavt, weil diese sich mit den Arkadern verbündet hatten. Herodot, Historien 7.204. Pausanias, Reisen in Griechenland, 3.2.5 Hieronymus, Chronicon -- Das Merton-Manuskript.']"
35,30808,"Puerto Rico stoht für: Puerto Rico, e Staat in der Karibik e spanische Ort uf Gran Canaria e Brättspiil e Chliistadt z Argentinie e Chliistadt im Department Pando, Bolivie e Landstadt im Departmänt Santa Cruz, Bolivie e Verwaltigsbezirk im Departamänt Pando, Bolivie e Chliistadt z Caquetá, Kolumbie e Chliistadt z Meta, Kolumbie e Stadt z Texas, USA",350,als,"['Puerto Rico steht für: Puerto Rico, ein Staat in der Karibik, ein spanischer Ort auf Gran Canaria, ein Brettspiel, eine Kleinstadt in Argentinien, eine Kleinstadt im Departement Pando, Bolivien, eine Landstadt im Departement Santa Cruz, Bolivien, ein Verwaltungsbezirk im Departement Pando, Bolivien, eine Kleinstadt in Caquetá, Kolumbien, eine Kleinstadt in Meta, Kolumbien, eine Stadt in Texas, USA.']"
36,2542,"IP-Adressa erloubed a logische Adressierung vo Computer in IP-Netzwerke (z. B. em Internet). En Host bsitzt drbi mindeschtens ui iiditige IP-Adress pro Netzwerkschnittstelle. IP-Adressa vo dr IP Version 4 erscheined normalerwiis als Folga vo vier Zahle, wo durch an Punkt trennt werred, z. B. 130.94.122.195 oder 127.0.0.1. Zeigt die eigeni IP-Adress und de Standort mittels Google Maps a Whois - unter anderem Ermittlung vom Eigetümer vo ´ra IP-Adress Eigeni IP-Adress ermittle mit Homepagetool?",496,als,"['Die IP-Adresse ermöglicht eine logische Adressierung von Computern in IP-Netzwerken (z. B. im Internet). Ein Host besitzt dabei mindestens eine IP-Adresse pro Netzwerkschnittstelle. IP-Adressen der IP-Version 4 erscheinen normalerweise als Folge von vier Zahlen, die durch einen Punkt getrennt werden, z. B. 130.94.122.195 oder 127.0.0.1. Zeigen Sie die eigene IP-Adresse und den Standort mittels Google Maps und Whois - unter anderem die Ermittlung des Eigentümers einer IP-Adresse. Die eigene IP-Adresse kann mit dem Homepagetool ermittelt werden.']"
37,40324,Dr Kanton Pont-Scorff isch bis Merz 2015 e Kanton im Arrondissement Lorient im franzesische Département Morbihan in dr Region Bretagne gsii. Dr Hauptort isch Pont-Scorff gsii. Verdrätter im conseil général vum Département isch bis 2015 dr Pierrik Nevannen gsii. Zum 22. Merz 2015 isch dr Kanton ufglest wore. Zum Kanton hän sechs Gmaine ghert:,343,als,['Der Kanton Pont-Scorff war bis März 2015 ein Kanton im Arrondissement Lorient im französischen Département Morbihan in der Region Bretagne. Der Hauptort war Pont-Scorff. Vertreter im conseil général des Départements war bis 2015 der Pierrik Nevannen. Zum 22. März 2015 wurde der Kanton aufgelöst. Zum Kanton gehörten sechs Gemeinden:']
38,25754,"Haller stoht für e Familiename; lueg do für bekannti Lüt mit däm Name Haller isch e chliine Fluss z Nidersachse, Dütschland D Haller, en ehemoligi Schmalspurbahn vo Innsbruck noch Hall im Tirol, Östriich Haller, en Ortsdeil vo dr Tiroler Gmeind Nesselwängle Haller oder Heller, en alti dütschi Chupfermünze im Wärt vom ene halbe Pfennig Haller, e Befestigungswärk z Monschau in dr Eifel, Nordrhii-Westfale, Dütschland Haller, en Ortsdeil vo dr Gmeind Waldbillig im Grossherzogtum Luxeburg",488,als,"['Haller steht für einen Familiennamen; siehe hier für bekannte Personen mit diesem Namen. Haller ist ein kleiner Fluss in Niedersachsen, Deutschland. Die Haller ist eine ehemalige Schmalspurbahn von Innsbruck nach Hall in Tirol, Österreich. Haller ist ein Ortsteil der Tiroler Gemeinde Nesselwängle. Haller oder Heller ist eine alte deutsche Kupfermünze im Wert von einem halben Pfennig. Haller ist ein Befestigungswerk in Monschau in der Eifel, Nordrhein-Westfalen, Deutschland. Haller ist ein Ortsteil der Gemeinde Waldbillig im Großherzogtum Luxemburg.']"
39,68845,"Dr Name Ardon stoot fir: e Gmai im Kanton Wallis, Schwyz: Ardon VS e Gmai im Département Jura, Frankrych: Ardon (Jura) e Gmai im Département Loiret, Frankrych: Ardon (Loiret) ne Ortschaft in dr Gmai Châtillon-en-Michaille im Département Ain, Frankrych e Fluss z Frankrych, Nääbefluss vu dr Ailette: Ardon (Ailette)",314,als,"['Der Name Ardon steht für: eine Gemeinde im Kanton Wallis, Schweiz: Ardon VS eine Gemeinde im Département Jura, Frankreich: Ardon (Jura) eine Gemeinde im Département Loiret, Frankreich: Ardon (Loiret) eine Ortschaft in der Gemeinde Châtillon-en-Michaille im Département Ain, Frankreich einen Fluss in Frankreich, Nebenfluss der Ailette: Ardon (Ailette)']"
40,6287,"De Mederich isch de Vater vum Agenarich-Serapio un de Brueder vum Chnodomar gsii. Er het longi Zyt als Geisle in Gallie glebt un isch dert griechische Gheimlehre nochkonge. Dorum het er schpäter au sinner Sohn Agenarich in Serapio umbnännt. De Serapis isch dert ä griechisch-ägyptische Mysteriegott gsi. Ammianus Marcellinus 16,12,25 Dieter Geuenich: Geschichte der Alemannen, Verlag Kohlhammer, Stuttgart 2004, ISBN 3-17-018227-7 / ISBN 3-17-012095-6 Mittelalter-Genealogie: Mederichus",486,als,"['Der Mederich ist der Vater des Agenarich-Serapio und der Bruder des Chnodomar gewesen. Er hat lange Zeit als Geisel in Gallien gelebt und dort griechische Geheimlehren nachgekommen. Deshalb hat er später auch seinen Sohn Agenarich in Serapio umbenannt. Der Serapis ist dort ein griechisch-ägyptischer Mysteriegott gewesen. Ammianus Marcellinus 16,12,25 Dieter Geuenich: Geschichte der Alemannen, Verlag Kohlhammer, Stuttgart 2004, ISBN 3-17-018227-7 / ISBN 3-17-012095-6 Mittelalter-Genealogie: Mederichus.']"
41,47191,"Jacob Henricpetri, mänggisch au Jakob Henricpetri, Jacob Petri oder Jakob Petri isch dr Naame vo dene Persone: e Brofässer an dr Uni Basel, * 1570, † 1641, Soon vom Brofässer Adam Henricpetri (*1543, † 1586) e Bürgermäister vo Mülhuuse, * 1593, † 1660, Soon vom Brofässer Jacob Henricpetri (*1570, † 1641) e Basler Jurist, Rootmitgliid und Revoluzzer, * 1644, † noch 1695, Soon vom Franz Jacob Henricpetri, Nöwöö vom Bürgermäister Jacob Henricpetri",448,als,"['Jacob Henricpetri, manchmal auch Jakob Henricpetri, Jacob Petri oder Jakob Petri ist der Name folgender Personen: \nein Professor an der Universität Basel, * 1570, † 1641, Sohn des Professors Adam Henricpetri (* 1543, † 1586), \nein Bürgermeister von Mülhausen, * 1593, † 1660, Sohn des Professors Jacob Henricpetri (* 1570, † 1641), \nein Basler Jurist, Ratsmitglied und Revolutionär, * 1644, † nach 1695, Sohn des Franz Jacob Henricpetri, Neffe des Bürgermeisters Jacob Henricpetri.']"
42,42129,"Lemma bedütet: in dr Lexikografii und Linguistik d Grundform vom ene Schlaagwort (= Stichwort) in dr Edizioonswüsseschaft s Wort, wo sich e Notize druf beziet. in dr Emblematik d inscriptio, e Bestanddäil vom Embleem in dr Mathematik oder Logik e Satz as Zwüscheschritt im ene Bewiis. Lemma isch dr Familienaame vo deene Persoone: Daniel Lemma (* 1970), e schwedische Musiker und Komponist",389,als,"['Lemma bedeutet: \n- in der Lexikografie und Linguistik die Grundform eines Stichworts \n- in der Editionswissenschaft das Wort, auf das sich eine Notiz bezieht \n- in der Emblematik die Inschrift, ein Bestandteil des Emblems \n- in der Mathematik oder Logik ein Satz als Zwischenschritt in einem Beweis. \nLemma ist der Familienname folgender Personen: \n- Daniel Lemma (* 1970), ein schwedischer Musiker und Komponist.']"
43,52554,"QED stoot für: Kwanteelektrodünamik, e Däilgebiet vo dr Kwantefüsik q. e. d. stoot für: quod erat demonstrandum, latiinisch für: was mä het müesse bewiise, wo mä am Schluss vom ene Bewiis in dr Mathematik und Filosofii schribt quod est dubitandum, latiinisch für: was mä sött bezwiifle, en ironischi Aaspiilig uf s quod erat demonstrandum oobenooche",349,als,"['QED steht für: Quantenelektrodynamik, ein Teilgebiet der Quantenphysik. Q. e. d. steht für: quod erat demonstrandum, lateinisch für: was man hatte beweisen müssen, was man am Schluss eines Beweises in Mathematik und Philosophie schreibt. Quod est dubitandum, lateinisch für: was man bezweifeln sollte, eine ironische Anspielung auf das quod erat demonstrandum oben erwähnt.']"
44,36489,Dr Kànton Lorquin ìsch bìs März 2015 a Kànton ìm Arrondissement Sarrebourg ìm frànzesche Département Moselle ìn dr Region Lothrìnge gsìì. Zem Kànton han 18 Gmeina gheert. Dr Hàuiptort ìsch Lorquin gsìì. Verdratter ìm conseil général vum Département ìsch zitter 2011 dr Emmanuel Riehl gsìì. Ìm März 2015 ìsch dr Kànton ufglest wora.,331,als,['Der Kanton Lorquin war bis März 2015 ein Kanton im Arrondissement Sarrebourg im französischen Département Moselle in der Region Lothringen. Zum Kanton gehörten 18 Gemeinden. Der Hauptort war Lorquin. Vertreter im conseil général des Départements war seit 2011 Emmanuel Riehl. Im März 2015 wurde der Kanton aufgelöst.']
45,36453,Dr Kànton Grostenquin ìsch bìs März 2015 a Kànton ìm Arrondissement Forbach ìm frànzesche Département Moselle ìn dr Region Lothrìnge gsìì. Zem Kànton han 31 Gmeina gheert. Dr Hàuiptort ìsch Grostenquin gsìì. Verdratter ìm conseil général vum Département ìsch zitter 1993 dr Claude Bitte gsìì. Ìm März 2015 ìsch dr Kànton ufglest wora.,334,als,['Der Kanton Grostenquin war bis März 2015 ein Kanton im Arrondissement Forbach im französischen Département Moselle in der Region Lothringen. Zum Kanton gehörten 31 Gemeinden. Der Hauptort war Grostenquin. Vertreter im conseil général des Départements war seit 1993 Claude Bitte. Im März 2015 wurde der Kanton aufgelöst.']
46,50168,The Show Must Go On isch e Lied vu dr britische Rockband Queen. S isch im Oktober 1991 as Single us em Album Innuendo vereffetligt wore. Uf em Album isch The Show Must Go On s zwelft un letscht Stuck. S Cover-Artwork vu dr Single basiert uf Zaichnige vum franzesische Chinschtler Grandville. 0V Queen John Deacon • Brian May • Freddie Mercury • Roger Taylor * Auszeichnungen für Musikverkäufe • Lieder,401,als,['The Show Must Go On ist ein Lied der britischen Rockband Queen. Es wurde im Oktober 1991 als Single aus dem Album Innuendo veröffentlicht. Auf dem Album ist The Show Must Go On das zwölfte und letzte Stück. Das Cover-Artwork der Single basiert auf Zeichnungen des französischen Künstlers Grandville. Von Queen: John Deacon • Brian May • Freddie Mercury • Roger Taylor * Auszeichnungen für Musikverkäufe * Lieder']
47,61417,"Dr Naame Wiler stäht für verschiideni Orte in dr Schwiiz: Wiler (Lötschen) e Gmeind im Kanton Wallis Wiler bei Utzenstorf e Gmeind im Kanton Bärn Wiler bei Buch am Irchel e Ortschaft im Kanton Züri Wiler bei Seedorf e Ortschaft im Kanton Bärn Wiler am Brünig e frühere Bzeichnig für d Gmeind Brienzwiler im Kanton Bärn as dütscher Naame Wiler oder Im Wiler für Envelier, ds zur Gmeind Vermes im Kanton Jura ghört.",413,als,"['Der Name Wiler steht für verschiedene Orte in der Schweiz: Wiler (Lötschen), eine Gemeinde im Kanton Wallis, Wiler bei Utzenstorf, eine Gemeinde im Kanton Bern, Wiler bei Buch am Irchel, eine Ortschaft im Kanton Zürich, Wiler bei Seedorf, eine Ortschaft im Kanton Bern, Wiler am Brünig, eine frühere Bezeichnung für die Gemeinde Brienzwiler im Kanton Bern, als deutscher Name Wiler oder Im Wiler für Envelier, das zur Gemeinde Vermes im Kanton Jura gehört.']"
48,25354,"April stoht fir: April, de viert Monet im Gregorianische Kalender de zwet Monet im Altremische Kalender (Aprilis) April, e wyyblige Vornamme April Group, e franzesischi Versicherigsgruppe „April“, e Verzellig vum Joseph Roth „April“, e Musikstuck vu dr Band Deep Purple April isch dr Noonamme vu däne Persone: Franklin April (* 1984), namibische Fueßballspiler Wolfgang April (* 1959), eigetli Boguslaw Kwiecien, dytsche Fueßballspiler",435,als,"['April steht für: April, der vierte Monat im Gregorianischen Kalender, der zweite Monat im Römischen Kalender (Aprilis), April, ein weiblicher Vorname, April Group, eine französische Versicherungsgruppe, „April“, eine Erzählung von Joseph Roth, ein Musikstück der Band Deep Purple, April ist der Nachname folgender Personen: Franklin April (* 1984), namibischer Fußballspieler, Wolfgang April (* 1959), eigentlich Bogusław Kwiecien, deutscher Fußballspieler.']"
49,35430,Dr Kànton Delle ìsch e Kànton ìm Arrondissement Belfort ìm frànzesche Département Territoire de Belfort ìn dr Region Franche-Comté. Dr Höiptort ìsch Delle. Verdratter ìm conseil général vum Départements ìsch zitter ànne 2008 dr Pierre Oser. Zem Kànton ghere 16 Gmeine: Courcelles Courtelevant Delle Faverois Florimont Joncherey Lebetain Lepuix-Neuf Réchésy Thiancourt,367,als,"['Der Kanton Delle ist ein Kanton im Arrondissement Belfort im französischen Département Territoire de Belfort in der Region Franche-Comté. Der Hauptort ist Delle. Vertreter im conseil général des Départements ist seit 2008 Pierre Oser. Zum Kanton gehören 16 Gemeinden: Courcelles, Courtelevant, Delle, Faverois, Florimont, Joncherey, Lebetain, Lepuix-Neuf, Réchésy und Thiancourt.']"
50,36434,Dr Kànton Château-Salins ìsch bìs März 2015 a Kànton ìm Arrondissement Château-Salins ìm frànzesche Département Moselle ìn dr Region Lothrìnge gsìì. Zem Kànton han 31 Gmeina gheert. Dr Hàuiptort ìsch Château-Salins gsìì. Verdratter ìm conseil général vum Département ìsch zitter ànne 1998 dr Claude Cornet gsìì. Ìm März 2015 ìsch dr Kànton ufglest wora..,354,als,['Der Kanton Château-Salins war bis März 2015 ein Kanton im Arrondissement Château-Salins im französischen Département Moselle in der Region Lothringen. Zum Kanton gehörten 31 Gemeinden. Der Hauptort war Château-Salins. Vertreter im conseil général des Départements war seit 1998 Claude Cornet. Im März 2015 wurde der Kanton aufgelöst.']
51,73219,"Zwanziger – oder Zwänzger – bedüütet: 1920er, d Zwänzger Joor, s dritte Joorzähnt vom zwänzigschte Joorhundert 20er, d Zwänzger, s dritte Joorzähnt vom erschte Joorhundert 20er, en Aart vo Sägelboot e Banknoote, wo der Wärt vo zwänzg Einheite in ere Wäärig het, öpe 20 Euro oder 20 Franke e Person, wo s Alter vo 20 bis 29 Joor het e Familiename, wo z Dütschland und z Öschtrych vorchunt",387,als,"['Zwanziger bedeutet: \n- die 1920er, die Zwanziger Jahre, das dritte Jahrzehnt des zwanzigsten Jahrhunderts\n- die 20er, das dritte Jahrzehnt des ersten Jahrhunderts\n- eine Art von Segelboot\n- eine Banknote, die den Wert von zwanzig Einheiten in einer Währung hat, zum Beispiel 20 Euro oder 20 Franken\n- eine Person, die das Alter von 20 bis 29 Jahren hat\n- ein Familienname, der in Deutschland und in Österreich vorkommt']"
52,59721,"Mummenschanz chan folgendes bedüte: Mummenschanz, es Maskespiil oder e Maskerade, es fasnächtlichs Triibe Mummenschanz (Maskentheater), e Schwizer Masketheatergruppe Mummenschanz (Roman), de achtzäti Schibewält-Roman vom Terence David John Pratchett Mummenschanz (Hörspiel), es Hörspiil för Chind vom Rainer Gussek, eme dütsche Hörspiilautor",341,als,"['Mummenschanz kann Folgendes bedeuten: Mummenschanz, ein Maskenspiel oder eine Maskerade, eine fastnächtliche Verkleidung Mummenschanz (Maskentheater), eine Schweizer Maskentheatergruppe Mummenschanz (Roman), der achte Scheibenwelt-Roman von Terry Pratchett Mummenschanz (Hörspiel), ein Hörspiel für Kinder von Rainer Gussek, einem deutschen Hörspielautor']"
53,92412,"Dr Mànnschàftswättkàmpf vu da Manner ìm Daagafachta bii da Olìmpischa Summerschpììler ànna 2024 z’ Paris hàt àm 2. Àuigscht 2024 ìm Grand Palais schtàttg’funda. Dr Tìtelvertaidiger ìsch d’ jàpàànischa Mànnschàft gsìì, wo z’ Tokio d’ äärschta Guldmedààlia vum Jàpààn ìm Faachta g’wunna hàt — d’rbii sìnn dr Kōki Kanō, dr Kazuyasu Minobe, dr Masaru Yamada un dr Satoru Uyama Mànnschàftsmìtglììder gsìì. d’ Resültààta uff dr offiziälla Websitta vu da Olìmpischa Schpììler (anglisch)",479,als,"['Der Mannschaftswettbewerb der Männer im Degenfechten bei den Olympischen Sommerspielen 2024 in Paris fand am 2. August 2024 im Grand Palais statt. Der Titelverteidiger ist das japanische Team, das in Tokio die erste Goldmedaille Japans im Fechten gewonnen hat – daran waren Kōki Kanō, Kazuyasu Minobe, Masaru Yamada und Satoru Uyama als Mannschaftsmitglieder beteiligt. Die Ergebnisse auf der offiziellen Website der Olympischen Spiele (englisch)']"
54,36503,Dr Kànton Sierck-les-Bains ìsch bìs März 2015 a Kànton ìm Arrondissement Thionville-Est ìm frànzesche Département Moselle ìn dr Region Lothrìnge gsìì. Zem Kànton han 20 Gmeina gheert. Dr Hàuiptort ìsch Sierck-les-Bains gsìì. Verdratter ìm conseil général vum Département ìsch zitter 2008 dr Jean-Marie Blanchet gsìì. Ìm März 2015 ìsch dr Kànton ufglest wora.,358,als,['Der Kanton Sierck-les-Bains war bis März 2015 ein Kanton im Arrondissement Thionville-Est im französischen Département Moselle in der Region Lothringen. Zum Kanton gehörten 20 Gemeinden. Der Hauptort war Sierck-les-Bains. Vertreter im conseil général des Départements war seit 2008 Jean-Marie Blanchet. Im März 2015 wurde der Kanton aufgelöst.']
55,57648,"Under Hefe oder Heeby wärded verschideni pilzlechi Organisme verstande: Backhefe (au Bäckerhefe, Bierhefe, Saccharomyces cerevisiae): en Schluuchpilz, werd i Brot- und Bierprodukt verwänded anderi Zuckerhefen (Saccharomyces, iischließlich undergäregi Arte) im witere Sinn alli eizällige Pilz, wo sich asexuell dur Knospig oder Spaltig vermehre chöned, lueg Hefen",362,als,"['Unter Hefe oder Heefe werden verschiedene pilzliche Organismen verstanden: Backhefe (auch Bäckerhefe, Bierhefe, Saccharomyces cerevisiae): ein Schlauchpilz, der in Brot- und Bierproduktion verwendet wird, und andere Zuckerhefen (Saccharomyces, einschließlich untergeordneter Arten) im weiteren Sinn alle einzelligen Pilze, die sich asexuell durch Knospen oder Spaltung vermehren können, siehe Hefen.']"
56,3977,"Iis isch die fescht Form vo Wasser. Wasser gfriert bi ma Druck vo 1.013 bar bi genou 0 Grad Celsius. Desweage wirds ou zmoischt als ""gfroore"" bezoichnet und selte als ""fescht"". Wil s Wasser a bschtimmte Anomalie ufwiist (d Anomalii vom Wasser) dehnts sich unter null Grad wiidr us. In gwisse Gegende vom alemannische Sproochruum wird Eis oder Ys au fürs ässbare Schpiise-Iis bruucht, wobii ma ou des Wort Glace kennt. Commons: Iis – Sammlig vo Multimediadateie",460,als,"['Eis ist die feste Form von Wasser. Wasser gefriert bei einem Druck von 1,013 bar bei genau 0 Grad Celsius. Deswegen wird es oft als ""gefroren"" bezeichnet und selten als ""fest"". Weil Wasser eine bestimmte Anomalie aufweist (die Anomalie des Wassers), dehnt es sich unter null Grad wieder aus. In gewissen Gegenden des alemannischen Sprachraums wird Eis oder Ys auch für das essbare Speiseeis verwendet, wobei man auch das Wort Glace kennt. Commons: Eis – Sammlung von Multimediadateien.']"
57,40289,"Dr Kanton Lorient-Nord isch bis Merz 2015 e Kanton im Arrondissement Lorient im franzesische Département Morbihan in dr Region Bretagne gsii. Dr Kanton umfasst dr Norde dr Stadt Lorient, wu au Hauptort vum Kanton isch. Verdrätter im conseil général vum Département isch bis 2015 dr Émile Jetain gsii. Zum 22. Merz 2015 isch dr Kanton ufglest wore. Dr Kanton isch anne 1982 entstande dur d Ufdailig vu dr Kanton Lorient-1 un Lorient-2 in d Kanton Lorient-Centre, Lorient-Nord un Lorient-Sud.",490,als,"['Der Kanton Lorient-Nord war bis März 2015 ein Kanton im Arrondissement Lorient im französischen Département Morbihan in der Region Bretagne. Der Kanton umfasste den Norden der Stadt Lorient, die auch Hauptort des Kantons war. Vertreter im conseil général des Départements war bis 2015 der Émile Jetain. Zum 22. März 2015 wurde der Kanton aufgelöst. Der Kanton war 1982 entstanden durch die Aufteilung der Kantone Lorient-1 und Lorient-2 in die Kantone Lorient-Centre, Lorient-Nord und Lorient-Sud.']"
58,52406,"Mit Schauinsland isch gmaint: Schauinsland, e Bärg im Schwarzwald Schauinsland, e Bärg z Thüringe Schauinsland-Reisen, e Raiseveraastalter vu Duisburg Villa Schau ins Land, e Gebei z Dresden Schau-ins-Land, d Zytschrift vum Breisgau-Geschichtsverein Schau-ins-Land Schau ins Land, e ARD-Färnsehserie (1983) Schauinsland isch dr Familienname vu Hugo Schauinsland, (1857–1937), dytsche Zoolog",390,als,"['Mit Schauinsland ist gemeint: Schauinsland, ein Berg im Schwarzwald Schauinsland, ein Berg in Thüringen Schauinsland-Reisen, ein Reiseveranstalter aus Duisburg Villa Schau ins Land, ein Gebäude in Dresden Schau-ins-Land, die Zeitschrift des Breisgau-Geschichtsvereins Schau-ins-Land Schau ins Land, eine ARD-Fernsehserie (1983) Schauinsland ist der Familienname von Hugo Schauinsland (1857–1937), deutscher Zoologe.']"
59,40285,Dr Kanton Josselin isch bis Merz 2015 e Kanton im Arrondissement Pontivy im franzesische Département Morbihan in dr Region Bretagne gsii. Dr Hauptort isch Josselin gsii. Verdrätter im conseil général vum Département isch bis 2015 dr Joseph Samson gsii. Zum 22. Merz 2015 isch dr Kanton ufglest wore. Zum Kanton hän elf Gmaine ghert:,332,als,['Der Kanton Josselin war bis März 2015 ein Kanton im Arrondissement Pontivy im französischen Département Morbihan in der Region Bretagne. Der Hauptort war Josselin. Vertreter im conseil général des Départements war bis 2015 Joseph Samson. Zum 22. März 2015 wurde der Kanton aufgelöst. Zum Kanton gehörten elf Gemeinden:']
60,45200,"Nevada (ängl. Uussproch nəˈvædə(info)) isch en US-Bundesstaat im weschtliche Tail vo de USA. Nevada chunnt vom spanische Wort nieve, wo Schnee heisst. Nevada isch im Johr 1864 als 36. Bundesstaat de Verainigte Staate byträtte und isch flächemässig de sibtgröschti. D Hauptschtadt isch Carson City. De Staat hät de Byname „The Silver State“ (De Silber-Staat). Commons: Nevada – Sammlig vo Multimediadateie http://www.census.gov/population/www/censusdata/density.html",465,als,"['Nevada (engl. Aussprache [nəˈvædə]) ist ein US-Bundesstaat im westlichen Teil der USA. Nevada kommt vom spanischen Wort nieve, was Schnee bedeutet. Nevada ist im Jahr 1864 als 36. Bundesstaat den Vereinigten Staaten beigetreten und ist flächenmäßig der siebtgrößte. Die Hauptstadt ist Carson City. Der Staat hat den Beinamen „The Silver State“ (Der Silber-Staat). Commons: Nevada – Sammlung von Multimediadaten http://www.census.gov/population/www/censusdata/density.html']"
61,16467,Dr Kanton Wittene (amt. Canton de Wittenheim) isch e Kànton ìm franzeesche Département Owerelsass (Haut-Rhin). Dr Kanton ghört gröschteteils zue dr Agglomeration vu Milhüse un bildet dr Nordweschte vu sällere. Regionalsproch isch Elsässerditsch. Dr dichtbesidlet Kanton bsteht üs niin Gmeinde: Kanton im Département Owerelsass (Haut-Rhin),338,als,['Der Kanton Wittenheim (amtlich Canton de Wittenheim) ist ein Kanton im französischen Département Oberelsass (Haut-Rhin). Der Kanton gehört größtenteils zur Agglomeration von Mülhausen und bildet den Nordwesten dieser. Regionalsprache ist Elsässerdeutsch. Der dichtbesiedelte Kanton besteht aus neun Gemeinden: Kanton im Département Oberelsass (Haut-Rhin).']
